total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,ic,accuracy,top_n,transaction_cost,n_days
0.2377673554601225,11.932077378188712,0.6575933115137781,18.14507107853804,-0.11240287788564488,0.5703823358833651,0.5007496251874063,20,0.001,21
