,body_ratio_processed,hist_vol_20_processed,atr_14_processed,amihud_processed,vr_5_processed
2024-04-08,-0.010669012059162665,-0.010403417163925066,-0.00728847223789527,-0.020705582019049252,0.0027951305916951363
2024-04-09,0.010991685429511025,0.0022671876482746717,-0.0019384716186634677,0.015234063555032075,0.00260261859604712
2024-04-10,-0.016082086330986695,-0.012304624699136407,-0.0044651636517727715,-0.013978737905717275,0.0048412724717646575
2024-04-11,0.006631005274802489,-0.00481080892051904,-0.006118949498105147,0.0012865725439306977,0.009208340473727764
2024-04-12,-0.006629342251649529,-0.0036423401469121717,0.0007910872115769559,-0.004151872989634775,0.010756778373153478
2024-04-15,-0.013341296957363854,-0.019396480205421708,-0.0037605601682085504,-0.03231192576634514,-0.003194973519717969
2024-04-16,-0.02100951116553704,-0.023529745914186745,-0.0055524550792182105,-0.03219541129182881,-0.0015368173294663789
2024-04-17,0.01839817254288859,0.020496621443998525,0.004443147726940171,0.02807240512445921,0.0031802943120071616
2024-04-18,-0.007364421567940434,0.0009689357134790455,0.004899524627737856,-0.002317641501301186,0.0010427184756837487
2024-04-19,-0.001999613376251444,-0.0038256247028397783,-0.004365721612465115,-0.003235479984705493,0.010737952164817724
2024-04-22,0.002626580023361283,-0.002300061570891751,0.007356279400911087,-0.0016580475630240965,0.01627761429218691
2024-04-23,0.009747752253529113,0.0111108349910206,0.005398497542618675,0.01732967204417343,0.01055086379117635
2024-04-24,0.011392877259631281,0.005745685918655788,0.00334469931331997,0.013679647891166323,0.005096916147203814
2024-04-25,0.0029008708559499284,0.004657868707455643,-0.00028089379467217815,0.0038641920313548447,0.0060075860284409715
2024-04-26,0.012530961263965038,0.0005488724643328418,0.004836578454383798,0.009831955223518665,0.0038699984711199785
2024-04-29,0.015440002500424821,0.0066448136044763365,-0.0028250698510999548,0.02426215636420066,0.006854195106138991
2024-04-30,-0.010106999633235384,-0.00650616929388625,-0.00208335386307519,-0.015254060043003271,0.005358565245016162
2024-05-06,0.009180878292556885,0.0025829335111694765,0.0024795031959609836,0.020478998377676017,0.014265313697791002
2024-05-07,0.004296993781561465,0.0013172178486894938,-0.0006038807459446816,0.004431710576387284,0.012865837551100212
2024-05-08,-0.007536319859316257,-0.0036829415102868955,-0.002198580479507643,-0.007786639249462556,0.008999023280837593
2024-05-09,0.00746832592979456,0.00011950028502031267,-0.0005644043731778521,0.011397138240255613,0.009451138245149279
2024-05-10,-0.008317119952688832,-0.008295386043293412,-0.007577484596940655,-0.01203205212912495,0.007324180479324155
2024-05-13,-0.005405918640761534,-0.009847902305767238,-0.004984420792751976,-0.01054090934120202,0.008094564547463786
2024-05-14,0.007053070954324018,0.0034020714714316047,0.0037322228941875876,0.01277071280267888,0.0024625192824395317
2024-05-15,-0.005281731047745095,-0.001692705123218676,0.003337054962899964,-0.004268977472204333,0.005520415340424075
2024-05-16,0.0010437579402598947,0.006080821115996498,-0.0018515602659813937,0.005496018939924824,0.008462637458291792
2024-05-17,0.006246170609948109,-0.0018336275572853136,0.0003920910790479472,0.005853118008920036,0.006264993879959171
2024-05-20,0.0011592403419331764,0.0007659242804249661,0.004290450293835425,0.005367024796706167,0.006181393309994772
2024-05-21,-0.007368206271153203,-0.006241724996618848,0.000771091824379003,-0.014529934187696715,0.001983996830518339
2024-05-22,0.0072575313218324645,0.001163398885926543,0.004395875425640063,0.011465241310892682,0.00822904691410477
2024-05-23,-0.008812532063791356,-0.0040209274381448916,0.0003506067939774912,-0.008543818329927216,0.007090553164206584
2024-05-24,-0.005793258028654734,-0.0010357818729435078,-0.008848196060730435,-0.005175441901219531,0.009493052076243255
2024-05-27,0.007170920798183761,-0.00378291331502724,0.005611313479188362,0.004036258501336026,0.00863502911460699
2024-05-28,-0.004778357010214882,-0.004366803337771311,-0.0018465520421021286,-0.012084255854553074,0.01180531031562092
2024-05-29,0.002386766705433588,-0.002749865124187976,0.0019285654265914862,-0.001077690096108778,0.006535918560864473
2024-05-30,-0.005959238789140007,-0.0038931587381596834,0.007793722786038895,-0.0063344127992369485,0.012447905258455391
2024-05-31,0.003436967306091851,-0.001557972718233402,0.004394332052975883,0.0008982374630946117,0.0021108967300704994
2024-06-03,-0.016346506321052768,-0.0008096993220153703,0.0031422553066416748,-0.01973743246277883,-0.004258447978604726
2024-06-04,0.0010370967749341444,0.002714548260273115,-0.00014832758134600266,-0.010631076394600463,0.001615029341756957
2024-06-05,-0.00867478960966428,-0.004727259442521687,0.0021829318541464267,-0.01075427691357386,0.003701055974247025
2024-06-06,-0.020470416344721954,-0.013430080947687691,0.000319929719786061,-0.027107575970715416,-0.009682641578297993
2024-06-07,0.008790607450691473,0.007349248397399125,-0.010663976272668919,0.018445649727382794,0.0036096017578487066
2024-06-11,0.01226129917668872,0.0050475415151241005,0.008920981588435382,0.011425041307896202,0.009556925954041104
2024-06-12,0.008883372249297,0.006692927765687973,-0.0012466339160560522,0.01203226886490376,-0.0030607063672937933
2024-06-13,-0.004691529934738354,0.0046643983994667905,0.01083633936107857,-0.0009973259428876435,0.010622211832192672
2024-06-14,0.004901893169747969,0.0031698366380224414,-0.002924720957585589,0.005820148160804826,0.006683616724725789
2024-06-17,0.0023787572537353452,-0.0012820561130408583,0.004456687519736267,-0.0027735947352392053,0.0021124486334044715
2024-06-18,0.009537612880453426,0.006717316995165638,0.004165558691205464,0.013306777832996903,0.00964476754922623
2024-06-19,-0.006779744811009608,0.00532870176242016,-0.0015195164512714929,0.0006382782041217398,0.008861169767164043
2024-06-20,-0.0123336969479788,-0.0019291977502845802,0.0018492469093380588,-0.012795870930634324,-0.0031937540638666815
2024-06-21,-0.00251600497243804,0.0015831074175794617,-0.0005322171424445608,-0.0033876120030187284,0.00513527965707339
2024-06-24,-0.01268460324740245,-0.007527359307604303,-0.00231390362663174,-0.01622557204836395,-0.0006706382732539196
2024-06-25,-0.007195798213620466,0.0015915438870388234,-0.006059760149620242,0.0029155699154433637,0.0032655606704255244
2024-06-26,0.011123813696015054,0.007027285200863723,0.002694988233279667,0.016836646991970145,-0.001637131550993063
2024-06-27,-0.009149469705797279,-0.00176344690936752,0.0009594140901627824,-0.009667265639560708,0.007395826968845276
2024-06-28,0.0065619026609222905,-0.0010203041278911045,0.0031515997732504287,0.007854767370744786,0.00952766202051254
2024-07-01,0.005971063847198892,0.0010199616812433209,-0.01082961918305881,0.0041051500535012764,0.0028232005971324946
2024-07-02,-0.004464895385768555,0.00044936201427435386,-0.010401527700192459,-0.0008468773967243806,0.008172878979358818
2024-07-03,-0.006479725112914022,-0.003701486533754545,-0.002442290266865286,-0.008862304084561116,-7.066782871481713e-05
2024-07-04,-0.012400938167262726,-0.00982798207954094,0.0012390012300413054,-0.016822142618237227,-0.005339202053920785
2024-07-05,0.006826570235266586,0.006071507133504926,-0.001147595314886923,0.011782453538653936,0.0032646614536998267
2024-07-08,-0.010545083764721718,-0.003211511593943124,0.0015431726346765995,-0.015922185608577624,-0.0061204683790536925
2024-07-09,0.01576655447926685,0.0039381937854668,0.007914961852719256,0.012566652045116372,0.0007826404611810096
2024-07-10,-0.002028897101446295,0.004313280483132448,0.005458417010437445,0.0017853831098045318,0.004965291562636529
2024-07-11,0.010370583000417124,0.008384294127019774,-0.004352331796019477,0.019485443931473397,0.006682437831697125
2024-07-12,-0.002470072751539952,0.0002777198732623635,-0.0017051131728627368,-0.002193866193277743,0.007455431198195121
2024-07-15,-0.011395450655068454,-0.0065958109056164956,-0.00253694258782445,-0.012278926881468337,0.005336042221305058
2024-07-16,0.006399454050560618,0.001393081071849643,-0.002810939446443856,0.005313397391675705,0.007394464321413682
2024-07-17,-0.005234308647756142,-0.0034743957012543895,-0.009858705581518664,-0.0039554738888526765,0.009731481068288007
2024-07-18,0.004403723835799314,-0.005074255034508465,-0.0031215624834924627,-0.006014817662117375,-0.0010664431327971737
2024-07-19,0.007000335173794629,0.002588906337613618,0.0032700471808467134,0.006948224079346891,0.00800532536439865
2024-07-22,0.00225818941233254,0.006964173721696538,0.002828022619067017,0.004566119253211303,0.006739720093586578
2024-07-23,-0.009811028413256586,-0.0019475566782217021,-0.006450937866829805,-0.008930595010598409,0.00685394882416712
2024-07-24,-0.009587949657832735,-0.009331942808380816,-0.0031782807049428384,-0.013876949434450855,-0.0006588811568389533
2024-07-25,0.0027178892167829074,-0.003356864837820493,-0.0033570601100737806,0.00569022241712488,0.00448037525737078
2024-07-26,0.007987239774860138,0.0023056785864968635,-0.0010409593783887118,0.011708841520749412,0.012632192079292769
2024-07-29,-0.005144300283476514,0.0031797252953188566,-0.002743816446037603,-0.0009059619934018135,0.005403632249955592
2024-07-30,0.005372850977943458,0.0052666950623117235,-0.0015393197698088694,0.009375122303366444,0.008371510823182346
2024-07-31,0.016149654837548252,0.005264116639502545,0.004148806051673377,0.011145724477608095,-0.0005999147756225625
2024-08-01,0.0035836971133055267,0.004849258868502862,-0.0015572322455011478,0.005176349838694836,0.006955004557715434
2024-08-05,-0.01353994280092403,-0.01396529160210019,-0.0069284065648526245,-0.014465210046180753,0.006751751925557061
2024-08-06,0.00619350521997016,0.006370650573214875,0.0005397614376868676,0.01064457346002552,0.0014634386327954498
2024-08-07,0.003943463502170208,0.0036006987532427623,0.003526109830600771,0.0054835858460595245,0.008876483325669473
2024-08-13,0.0034180862215548893,0.0010211831680854082,0.0020951208117268175,0.0048451225371320015,-0.004345147787092173
2024-08-14,-0.004269004272127961,0.004180966027795932,-0.00205564960176922,-0.0016053593780091797,0.006353303838201683
2024-08-15,0.007401632656060038,-0.0009401725874647562,-0.0008471098759470184,0.0077948814629954875,0.004849066911739594
2024-08-16,-0.006192836756507756,0.005107459303051212,0.005696824030449448,-0.003809461566595285,0.01193428907432059
2024-08-19,-0.004576479439616027,-0.00676247523272417,-0.004486229552711567,-0.005954765099751931,0.002335367665367701
2024-08-20,-0.00951008238286623,-0.006637432923454836,-0.0016084904885568074,-0.014441031894518334,-0.005544723929975173
2024-08-21,-0.001035290113229786,0.004236512707407529,0.0005671523129328564,-0.0035524100828979834,0.002230127364436895
2024-08-22,-0.006558349652827517,-0.007663762128999785,-0.0018498157157087328,-0.009952672751624031,0.005184312184156908
2024-08-23,-0.004742966459593144,0.002121746060538016,-0.0006266516170830289,-0.004254784760694605,0.0010102171364884
2024-08-26,0.005935371753813342,0.0045528561752269945,-0.010282984064906731,0.010632715575519548,0.00401499473189109
2024-08-27,-0.007028118265827195,-0.003799705599682443,-0.00291138834603928,-0.008568148776120074,0.00562998745467281
2024-08-28,0.0025084359373992587,-0.004614777019226556,-0.00305175918769786,0.0005628459234121412,0.002661146581570926
2024-08-29,0.005596318721061474,0.004641264390474735,0.006384202253189889,0.009675594968609617,0.006401279481497258
2024-08-30,0.009649019209227647,0.009172934607315648,0.0017707140437908946,0.014704804561067578,0.004855308300969582
2024-09-02,-0.010167369341923142,-0.00755703505018875,-0.0062729240192961585,-0.010022248697495439,0.003219458543050494
2024-09-03,0.00846339314317606,0.004435303035525389,0.003217796912683518,0.007659243454213752,0.00408964403762738
2024-09-04,-0.005279777874032587,-0.004767695780322911,0.002817471459986807,-0.008012594837360377,0.0028944451069163905
2024-09-05,0.0055441068562843655,0.0009925657623853768,-0.005401828465063962,0.006998349289987286,0.0022305651568742956
2024-09-06,-0.008510970491027984,-0.008018460216465783,-0.004849546614126694,-0.011523233777044227,-0.005319342288506292
2024-09-09,-0.002811659828116966,-0.002899679051228948,-0.0032743909790315354,-0.0028014960175101427,0.004054226426381807
2024-09-10,0.00419318949818183,0.00127807648702772,0.0026100784381336796,0.008511112510918252,-6.891162125317051e-05
2024-09-11,0.0027452405866753905,0.002164592911742729,0.006520944094036094,-0.0005299580909051063,0.009042736321867454
2024-09-12,-0.005779053093650632,-0.005049181649663628,-0.005041246459919131,-0.005406254118340434,0.0032154706086099847
2024-09-13,-0.011258718040188426,-0.006825332493859504,-0.00442324015472804,-0.011811679547786518,0.0037601688588274245
2024-09-18,-0.005366723687772477,-0.004407043699162902,-0.0026347147512420814,-0.009519041327057805,-5.276988723373471e-05
2024-09-19,0.00931216251030485,0.0028363746168657195,-0.005167906135814224,0.016854059980485888,0.006285825872337939
2024-09-20,-0.00582802301288755,0.0008381665548860218,-0.0023947948640149477,-0.004625556513312659,0.004588930917073001
2024-09-23,0.00029243043486946004,-0.0022199581041969937,-0.004499671633302111,0.0012806450824989879,0.0059496024935660466
2024-09-24,0.01003764693883794,0.007109292358627175,0.004639235026240493,0.011210319650102376,0.00879721377232794
2024-09-25,0.004302128761154211,0.0026332107853457775,-0.002031627352436616,0.01344897013478499,0.005231332911308259
2024-09-26,0.014686212877734186,0.009919653183050941,0.0045378736829006045,0.015011520374286064,0.0070083782206268935
2024-09-27,0.014041645405391543,0.0156516340293037,0.010997517042566908,0.01360980041842123,0.0005157956479763666
2024-09-30,0.006958484470351998,0.01113905501523731,0.009078420244578705,-0.001782844761936524,-0.00640836546510285
2024-10-08,-0.03405566318038148,0.02840744130909535,0.01601285123272816,0.03100591686292344,0.008788592698713741
2024-10-10,-0.012673724927311605,-0.007684692938989823,-0.007448087515070364,-0.00628411616450664,-0.003316341571815925
2024-10-11,-0.016121423861134576,-0.01165481610302544,-0.007202480878292299,-0.018878537960546553,-0.00389679016809898
2024-10-14,0.015098863942128005,0.004807088402883776,0.002648635618962721,0.017687778210922284,0.0029781225553171865
2024-10-15,-0.008781002197996983,-0.005824774268033302,-0.0014754586303983874,-0.011135793770544257,0.009658722410742506
2024-10-16,0.017881827885778044,-0.006951518089301192,-0.0045137895435505325,0.010147174975350554,0.016951581876006528
2024-10-17,-0.014531435384652264,-0.004094314658356578,0.00806508923778981,-0.004096507261500661,0.00683898418696209
2024-10-18,0.02162874415390697,0.007414755584834863,0.00975452010290476,0.028677690416673177,0.013950893632603623
2024-10-21,0.012582435751238637,0.004534282782611017,0.006280226811387741,0.02038701210267186,0.013892746582305096
2024-10-22,0.003417146964603207,-0.0009527860930435339,-0.007969396523417603,-0.006197382607080583,-0.0008146124534855462
2024-10-23,0.003826371397359773,0.0008251040414674873,-0.005374739192458626,0.011576806659748862,0.01931723617169971
2024-10-24,0.0013801021438122115,-0.008996411851952425,-0.0033111586475276706,0.0063736151495428295,0.01251949346157554
2024-10-25,0.00864425524873967,0.005016873392410695,-0.0014569266930913234,0.01637231888422907,0.010032297084207664
2024-10-28,0.011072031237622319,-0.0029042489964173548,-0.010366936160737786,0.020592669106864005,0.012933761021615532
2024-10-29,-0.014025397728264704,-0.0018519371687110635,-0.0040913413753974155,-0.008050841484032614,0.00802831697868421
2024-10-30,0.00736471218202673,0.006411943653748961,-0.0057340244737260895,0.0005356575496908552,0.012015593270387478
2024-10-31,0.009321359862164374,-0.001235825751464533,-0.001011115104331591,0.012924534570597437,0.003221954614485103
2024-11-01,-0.01638256937594987,-0.020634202576172295,0.00010757632455672466,-0.024090207970822123,0.013960407899442591
2024-11-04,0.012280847901072436,-0.0013661119575638736,0.004157973943656821,0.014988264031054733,0.0039712955843940545
2024-11-05,0.017320118724774868,0.012254885308645679,0.0061581428801908015,0.02436852937861654,0.008312264131338796
2024-11-06,-0.002119115677412473,-0.0010305987341706958,-0.0011862568629691255,0.0064174515487161864,0.015222201796832115
2024-11-07,0.01350801554232846,-0.002346047123381642,-0.0016267696044517713,0.015673421512416966,0.0141775905990349
2024-11-08,-0.008542471980988346,0.00026413297264547207,0.0022464613418845133,0.004536900149771132,0.00938330103019046
2024-11-11,0.013741258249810942,-0.0013500511404536235,0.004896157792038597,0.021012583764719706,0.02086604011087907
2024-11-12,-0.01541411951829658,-0.00639593611162834,-0.006830246182673076,-0.007154565946501042,0.012234539209156932
2024-11-13,0.009613227380115783,0.0011545059784071885,0.0033025056277360496,0.005219804439874919,0.01008014061222036
2024-11-14,-0.012632074834017668,-0.00058583604150246,-0.002322640260111276,-0.008433404662876218,0.011565182071472495
2024-11-15,-0.014228057791593314,-0.005636189464580271,-0.004060325379659203,-0.013989982531518659,0.015272020058678337
2024-11-18,-0.01832839635342809,-0.004745943566003644,-0.006647667481760975,-0.014529715266778551,0.02284585524273687
2024-11-19,0.014225470912802312,-0.00238739100307283,0.004447025494189327,0.006721285806493352,-0.010797502595413152
2024-11-20,0.012926738437953939,0.002572577459947731,-0.0027266846938118557,0.015229259756131612,0.014409062380436927
2024-11-21,0.002926030462624384,-0.0007265092066807373,-0.0032314133704763356,0.008276085462586853,0.01179716800404118
2024-11-22,-0.017451814138302515,-0.005400312841333138,-0.004475379461900923,-0.013846557428083217,0.00823585614249448
2024-11-25,0.007508487362083767,-0.0018398429795325219,-0.005739913779946974,0.010978874557183797,0.005245375428981151
2024-11-26,-0.009531723546947413,-0.005067456686419511,-0.0007285585501847137,-0.012582204518799031,0.002114812715039785
2024-11-27,0.013795524739603148,0.005272702581924221,0.007451481859785003,0.01967968086077845,0.006407698821040533
2024-11-28,-0.0004933681507691241,-0.0006378192241579322,-0.006218327615405773,0.010413916093883641,0.015239911694590427
2024-11-29,0.014524177122619957,0.0064627375083301805,0.0065889347996240565,0.020181870977369617,0.010037517398603204
2024-12-02,0.010359046286330454,0.00494488394440906,-0.0018483484931462164,0.018059880825597733,0.010257041872990163
2024-12-03,0.002772948460256747,-0.0005720541143491287,0.0004891984656041631,0.007809685580018995,0.014521901861220004
2024-12-04,-0.0091424946288023,-0.007158623045292056,-0.0010933513294679573,-0.014057439309668641,0.008791172762640558
2024-12-05,0.01184305296999795,0.006485344869665475,-0.002312425800631018,0.01762440868498354,0.010739968327997035
2024-12-06,0.004750280215990246,-0.0006671737897191506,-0.0012409806062111805,0.015768635887022625,0.01349032402331603
2024-12-09,-0.0020516762709002754,-0.006956507436657643,-0.005633844180305272,-0.001876119811947585,0.011530398375889612
2024-12-10,-0.010075061951171515,-0.0021892798111547503,0.0006955528177682949,0.004614747825067487,0.006321649405311675
2024-12-11,0.0038051268092106965,-0.007155843229741266,-0.005647675930933823,-0.00869554417789546,0.0018112129792312655
2024-12-12,0.009415738229887564,-0.0010862137782447624,-0.0030190027490199535,0.011420765487311992,0.010795601614556491
2024-12-13,-0.010308690635790818,-0.006281831646860674,0.0016829020784250037,-0.013165812163042254,0.0072354812238585855
2024-12-16,-0.008789980260157138,-0.008346452526610138,-0.00881815106418637,-0.006107684848599822,0.01337679764450598
2024-12-17,-0.018918256828695548,-0.010655084675149373,0.0012374797767547023,-0.024984410619288033,-0.010291090107476947
2024-12-18,0.0004580669346485657,-0.0034332772009865297,0.000704088976489754,0.0029388271886202294,0.011028072986251485
2024-12-19,0.008911328156260464,0.0022818138531713393,0.005835030504160139,0.0018848613836568797,0.0062687035363722205
2024-12-20,0.010807088438796025,0.004386728961392106,0.0068845251336155525,0.014795609980783515,0.010731622516160113
2024-12-23,-0.02057720408785141,-0.01392895844725577,-0.0014193877710698178,-0.027292008274944893,0.007137157264441863
2024-12-24,0.00845082821764655,0.002059639625515855,0.003695275379934315,0.007114922018230929,-5.9042596342678805e-05
2024-12-25,-0.012370409045804186,-0.011708657532994037,-0.0037038610807502894,-0.013167059103920497,0.003648363568790672
2024-12-26,0.011973898932786478,0.003578701439632269,0.0061861019749137915,0.012002890818739939,0.004811543337283032
2024-12-27,0.0016657316027645576,-0.005240678013710827,-0.007741309497605434,0.003010326996687094,0.005506983924073008
2024-12-30,-0.011938839198933997,-0.008072227187429242,-0.0050468747602256895,-0.012043382265761965,-0.004871102839843139
2024-12-31,-0.012045407996048547,0.0029972165660402013,-0.005397090871901823,-0.0061514372824659274,0.010328973871953135
2025-01-02,-0.014477306864392817,0.005855810829705782,0.001864154367490746,-0.01400706368717567,0.005971260651374242
2025-01-03,-0.018914526117570215,-0.009609911809117815,-0.0008488414153444769,-0.016912043253646456,0.00414362371434376
2025-01-06,0.003617011563418107,-0.008997662037315802,-0.0036581439566403437,0.0001434831218759123,0.014900797538202823
2025-01-07,0.01638100946335225,0.013772442423053562,0.005254743106648335,0.01894849829616261,0.002345176837712497
2025-01-08,0.007672456449788773,0.0031735888247179152,0.0004040998850684117,0.0044972424801750155,0.007760039448300706
2025-01-09,-0.0017449962848510088,0.006155890470322484,0.00638814601101434,0.0060073549603848215,0.007807826244891053
2025-01-10,-0.013680675442037276,-0.010113301662900535,0.0023666606611714193,-0.01620848427284875,0.010421705788398067
2024-08-02,-0.00830463063877885,-0.009927378671538577,-0.004321721524607824,-0.008343045954313384,0.0062013088838387236
2024-08-08,-0.0022301391577046067,-0.011933449615641096,-0.005981306779868128,-0.0046254977770829485,0.007363007607515465
2024-08-09,-0.007153103510482572,-0.00013644135544656756,0.0022143819905587935,-0.008539667781671804,0.0037372670441585226
2024-08-12,-0.007874278859351852,-0.007266907428025853,0.0007633800437970022,-0.006475678656714855,0.01034464662687415
2024-10-09,-0.029564782372856667,-0.030698692358617996,0.007269063738632514,-0.025086206085863826,0.01706461129843231
