metric,value
total_return,20.524638741416183
annual_return,0.7416510560483853
annual_volatility,0.6878865846384865
sharpe_ratio,1.0345470778767811
max_drawdown,-0.6494840147624801
win_rate,0.6004304160688666
profit_factor,1.2276172157206515
information_ratio,1.4593000885153118
