total_return,annual_return,volatility,sharpe_ratio,max_drawdown,win_rate,n_days,strategy
-0.11265741113506833,-0.11480175639576606,0.41924421078825613,-0.27383027228907386,-0.427241503883276,0.48582995951417,247,IR_Weighted
-0.3775092798849561,-0.38345393410069983,0.44147839356893154,-0.868567838622499,-0.5017254840837415,0.4817813765182186,247,Equal_Weighted
