factor,ic,ic_abs,p_value,n_obs
auto_vol_price_corr_5_processed,-0.03437356351202813,0.03437356351202813,1.377012882227797e-07,23479
auto_vol_price_corr_5_1_processed,-0.03437356351202813,0.03437356351202813,1.377012882227797e-07,23479
auto_close_ratio_5_processed,-0.03434881775148871,0.03434881775148871,1.4057601752817857e-07,23479
auto_close_ratio_5_1_processed,-0.03434881775148871,0.03434881775148871,1.4057601752817857e-07,23479
auto_quantile_0.25_10_processed,-0.034284315776814865,0.034284315776814865,1.483447483465564e-07,23479
auto_quantile_0.25_10_1_processed,-0.034284315776814865,0.034284315776814865,1.483447483465564e-07,23479
auto_ma_30_processed,-0.0338127620129421,0.0338127620129421,2.1918084261689438e-07,23479
auto_ma_30_1_processed,-0.0338127620129421,0.0338127620129421,2.1918084261689438e-07,23479
auto_quantile_0.1_30_1_processed,-0.0337963796646884,0.0337963796646884,2.2215323323500745e-07,23479
auto_quantile_0.1_30_processed,-0.0337963796646884,0.0337963796646884,2.2215323323500745e-07,23479
auto_skew_30_processed,0.033589260691833156,0.033589260691833156,2.6325957978793424e-07,23479
auto_skew_30_1_processed,0.033589260691833156,0.033589260691833156,2.6325957978793424e-07,23479
auto_amount_ma_ratio_60_1_processed,0.03337076436524875,0.03337076436524875,3.145610852962668e-07,23479
auto_amount_ma_ratio_60_processed,0.03337076436524875,0.03337076436524875,3.145610852962668e-07,23479
auto_ma_10_1_processed,-0.03335534483446623,0.03335534483446623,3.1852515717668534e-07,23479
auto_ma_10_processed,-0.03335534483446623,0.03335534483446623,3.1852515717668534e-07,23479
auto_quantile_0.75_30_1_processed,-0.03292140258044634,0.03292140258044634,4.521027040796872e-07,23479
auto_quantile_0.75_30_processed,-0.03292140258044634,0.03292140258044634,4.521027040796872e-07,23479
auto_price_ma_ratio_20_1_processed,0.03249774012966112,0.03249774012966112,6.337658760892206e-07,23479
auto_price_ma_ratio_20_processed,0.03249774012966112,0.03249774012966112,6.337658760892206e-07,23479
auto_quantile_0.9_10_processed,-0.031859848634792506,0.031859848634792506,1.0457978620808979e-06,23479
auto_quantile_0.9_10_1_processed,-0.031859848634792506,0.031859848634792506,1.0457978620808979e-06,23479
