factor,ic,ic_abs,ir,monotonicity,ic_win_rate,coverage,n_obs,ic_score,ir_score,mono_score,win_rate_score,coverage_score,composite_score
auto_quantile_0.75_10_1_processed,-0.031765829168821355,0.031765829168821355,0.02205162386867396,-0.8999999999999998,0.6749999915625001,1.0,23479,0.17259429311945293,0.7914202589805674,0.8999991000008999,0.6749999915625001,1.0,0.6722534567595602
auto_quantile_0.1_30_1_processed,-0.0337963796646884,0.0337963796646884,0.21054829935451624,-0.7,0.6749999915625001,1.0,23479,0.20452091552558033,0.8967730393622294,0.6999993000007,0.6749999915625001,1.0,0.6665733474564675
auto_quantile_0.1_30_processed,-0.0337963796646884,0.0337963796646884,0.21054829935451624,-0.7,0.6749999915625001,1.0,23479,0.20452091552558033,0.8967730393622294,0.6999993000007,0.6749999915625001,1.0,0.6665733474564675
auto_ma_30_1_processed,-0.0338127620129421,0.0338127620129421,0.20292387237301054,-0.7,0.6749999915625001,1.0,23479,0.2047784974216652,0.8925116666921372,0.6999993000007,0.6749999915625001,1.0,0.6655723997629657
auto_ma_30_processed,-0.0338127620129421,0.0338127620129421,0.20292387237301054,-0.7,0.6749999915625001,1.0,23479,0.2047784974216652,0.8925116666921372,0.6999993000007,0.6749999915625001,1.0,0.6655723997629657
auto_low_close_ratio_processed,-0.0285284464209217,0.0285284464209217,0.33626266008027256,-0.7999999999999999,0.5374999932812501,1.0,23479,0.12169248260714205,0.9670361217334428,0.7999992000008,0.5374999932812501,1.0,0.6628069900774938
auto_low_close_ratio_1_processed,-0.0285284464209217,0.0285284464209217,0.33626266008027256,-0.7999999999999999,0.5374999932812501,1.0,23479,0.12169248260714205,0.9670361217334428,0.7999992000008,0.5374999932812501,1.0,0.6628069900774938
auto_quantile_0.9_60_processed,-0.030689998574188176,0.030689998574188176,0.2360428888016925,-0.7,0.6749999915625001,1.0,23479,0.15567886194070427,0.9110222343468419,0.6999993000007,0.6749999915625001,1.0,0.6579251328064016
auto_quantile_0.9_60_1_processed,-0.030689998574188176,0.030689998574188176,0.2360428888016925,-0.7,0.6749999915625001,1.0,23479,0.15567886194070427,0.9110222343468419,0.6999993000007,0.6749999915625001,1.0,0.6579251328064016
auto_std_ratio_5_processed,0.03963620047140735,0.03963620047140735,0.21040142241000998,0.7,0.4624999942187501,1.0,23479,0.29634121459967416,0.896690948288539,0.6999993000007,0.4624999942187501,1.0,0.6576328998550058
auto_std_ratio_5_1_processed,0.03963620047140735,0.03963620047140735,0.21040142241000998,0.7,0.4624999942187501,1.0,23479,0.29634121459967416,0.896690948288539,0.6999993000007,0.4624999942187501,1.0,0.6576328998550058
amihud_processed,0.03927647759233219,0.03927647759233219,0.04967208559262273,0.8999999999999998,0.32499999593750006,1.0,23479,0.2906852427070995,0.8068576264065083,0.8999991000008999,0.32499999593750006,1.0,0.653135536669207
auto_quantile_0.1_5_1_processed,-0.03806455479074098,0.03806455479074098,-0.21296983302436154,-0.8999999999999998,0.5999999925000001,1.0,23479,0.27163001519587393,0.6600642874802114,0.8999991000008999,0.5999999925000001,1.0,0.6529233945442013
auto_quantile_0.1_5_processed,-0.03806455479074098,0.03806455479074098,-0.21296983302436154,-0.8999999999999998,0.5999999925000001,1.0,23479,0.27163001519587393,0.6600642874802114,0.8999991000008999,0.5999999925000001,1.0,0.6529233945442013
auto_quantile_0.75_5_processed,-0.03583989482815443,0.03583989482815443,-0.1786376184802232,-0.8999999999999998,0.6249999921875001,1.0,23479,0.23665138316869938,0.6792529243596791,0.8999991000008999,0.6249999921875001,1.0,0.6527258957103997
auto_quantile_0.75_5_1_processed,-0.03583989482815443,0.03583989482815443,-0.1786376184802232,-0.8999999999999998,0.6249999921875001,1.0,23479,0.23665138316869938,0.6792529243596791,0.8999991000008999,0.6249999921875001,1.0,0.6527258957103997
auto_quantile_0.25_5_1_processed,-0.03702128378221131,0.03702128378221131,-0.19669350636111055,-0.8999999999999998,0.5999999925000001,1.0,23479,0.2552265228304384,0.6691612981513754,0.8999991000008999,0.5999999925000001,1.0,0.6510967741206335
auto_quantile_0.25_5_processed,-0.03702128378221131,0.03702128378221131,-0.19669350636111055,-0.8999999999999998,0.5999999925000001,1.0,23479,0.2552265228304384,0.6691612981513754,0.8999991000008999,0.5999999925000001,1.0,0.6510967741206335
auto_ma_5_processed,-0.036667042258844894,0.036667042258844894,-0.20158880218972364,-0.8999999999999998,0.6124999923437501,1.0,23479,0.24965673504130897,0.6664252656722569,0.8999991000008999,0.6124999923437501,1.0,0.650895319030134
auto_ma_5_1_processed,-0.036667042258844894,0.036667042258844894,-0.20158880218972364,-0.8999999999999998,0.6124999923437501,1.0,23479,0.24965673504130897,0.6664252656722569,0.8999991000008999,0.6124999923437501,1.0,0.650895319030134
auto_high_low_ratio_1_processed,0.028869655639917807,0.028869655639917807,0.1261263779747591,0.9999999999999999,0.36249999546875006,1.0,23479,0.12705736169709875,0.8495887369356993,0.999999000001,0.36249999546875006,1.0,0.6485363239787121
auto_high_low_ratio_processed,0.028869655639917807,0.028869655639917807,0.1261263779747591,0.9999999999999999,0.36249999546875006,1.0,23479,0.12705736169709875,0.8495887369356993,0.999999000001,0.36249999546875006,1.0,0.6485363239787121
auto_ma_20_processed,-0.030874610913860023,0.030874610913860023,0.15176110654962136,-0.7,0.6749999915625001,1.0,23479,0.158581546937808,0.8639162571571041,0.6999993000007,0.6749999915625001,1.0,0.646874309758243
auto_ma_20_1_processed,-0.030874610913860023,0.030874610913860023,0.15176110654962136,-0.7,0.6749999915625001,1.0,23479,0.158581546937808,0.8639162571571041,0.6999993000007,0.6749999915625001,1.0,0.646874309758243
highest_lowest_pos_processed,0.0591006506359148,0.0591006506359148,-0.8433152119980228,0.8999999999999998,0.5249999934375001,1.0,23479,0.6023834194155461,0.3077576056544332,0.8999991000008999,0.5249999934375001,1.0,0.6362850752832998
auto_volume_ma_ratio_30_1_processed,0.04086964863780935,0.04086964863780935,-0.32655266860475396,0.9999999999999999,0.36249999546875006,1.0,23479,0.3157348883578004,0.5965816424882774,0.999999000001,0.36249999546875006,1.0,0.632453932032032
auto_volume_ma_ratio_30_processed,0.04086964863780935,0.04086964863780935,-0.32655266860475396,0.9999999999999999,0.36249999546875006,1.0,23479,0.3157348883578004,0.5965816424882774,0.999999000001,0.36249999546875006,1.0,0.632453932032032
auto_amount_ma_ratio_60_processed,0.03337076436524875,0.03337076436524875,-0.3110653223820103,0.8999999999999998,0.6749999915625001,1.0,23479,0.19782890812013124,0.6052376836682823,0.8999991000008999,0.6749999915625001,1.0,0.6320164666816585
auto_amount_ma_ratio_60_1_processed,0.03337076436524875,0.03337076436524875,-0.3110653223820103,0.8999999999999998,0.6749999915625001,1.0,23479,0.19782890812013124,0.6052376836682823,0.8999991000008999,0.6749999915625001,1.0,0.6320164666816585
auto_volume_ma_ratio_20_1_processed,0.04046473236684451,0.04046473236684451,-0.21332373491676976,0.9999999999999999,0.2624999967187501,1.0,23479,0.30936833460033203,0.659866487979231,0.999999000001,0.2624999967187501,1.0,0.6316835051529033
auto_volume_ma_ratio_20_processed,0.04046473236684451,0.04046473236684451,-0.21332373491676976,0.9999999999999999,0.2624999967187501,1.0,23479,0.30936833460033203,0.659866487979231,0.999999000001,0.2624999967187501,1.0,0.6316835051529033
auto_kurtosis_30_processed,0.02119229088034949,0.02119229088034949,0.01265363289764066,0.9999999999999999,0.4749999940625001,1.0,23479,0.006345108418126102,0.7861676226873907,0.999999000001,0.4749999940625001,1.0,0.6193779818859543
auto_kurtosis_30_1_processed,0.02119229088034949,0.02119229088034949,0.01265363289764066,0.9999999999999999,0.4749999940625001,1.0,23479,0.006345108418126102,0.7861676226873907,0.999999000001,0.4749999940625001,1.0,0.6193779818859543
