date,total_value,cash
2023-02-24,21878.550878988935,20728.481468562128
2023-02-27,21804.690161644932,20728.481468562128
2023-02-28,21806.115816744044,20728.481468562128
2023-03-01,21841.781849481034,20728.481468562128
2023-03-02,21821.230584087374,20728.481468562128
2023-03-03,21804.15416026754,20728.481468562128
2023-03-06,21776.26387408669,20728.481468562128
2023-03-07,21708.86448709317,20728.481468562128
2023-03-08,21726.967144155242,20728.481468562128
2023-03-09,21783.922383094,20728.481468562128
2023-03-10,21726.045053755577,20728.481468562128
2023-03-13,21682.164337453494,20728.481468562128
2023-03-14,21653.00856098578,20728.481468562128
2023-03-15,21667.24588064565,20728.481468562128
2023-03-16,21657.58818683308,20728.481468562128
2023-03-17,21660.69352289283,20728.481468562128
2023-03-20,21632.062080405525,20728.481468562128
2023-03-21,21631.473249655788,20728.481468562128
2023-03-22,21654.257742618058,20728.481468562128
2023-03-23,21629.570710726075,20728.481468562128
2023-03-24,21643.839468079434,20728.481468562128
2023-03-27,21610.05044507316,20728.481468562128
2023-03-28,21594.895441497763,20728.481468562128
2023-03-29,21563.626875599333,20728.481468562128
2023-03-30,21505.249770682873,20728.481468562128
2023-03-31,21406.236048631377,20728.481468562128
2023-04-03,21428.93576506184,20728.481468562128
2023-04-04,21427.387106213762,20593.421649162126
2023-04-06,21390.85775973941,20593.421649162126
2023-04-07,21429.828070992975,20593.421649162126
2023-04-10,21420.346816927115,20593.421649162126
2023-04-11,21432.612698117664,20593.421649162126
2023-04-12,21476.08832796049,20593.421649162126
2023-04-13,21299.759911573678,20593.421649162126
2023-04-14,21313.190888644905,20593.421649162126
2023-04-17,21320.355558314543,20593.421649162126
2023-04-18,21355.907455343175,20593.421649162126
2023-04-19,21328.712623291045,20593.421649162126
2023-04-20,21313.058729815617,20593.421649162126
2023-04-21,21274.754154272214,20593.421649162126
2023-04-24,21223.20318867399,20593.421649162126
2023-04-25,21210.780777146036,20618.254334662128
2023-04-26,21207.483344685195,20512.10593466213
2023-04-27,21252.525795587804,20512.10593466213
2023-04-28,21110.7496022974,20512.10593466213
2023-05-04,20978.234105683678,20512.10593466213
2023-05-05,20976.756098856422,20512.10593466213
2023-05-08,20975.363511442505,20382.122888304515
2023-05-09,20951.99239026352,20382.122888304515
2023-05-10,20944.2453882124,20382.122888304515
2023-05-11,20915.22034443549,20382.122888304515
2023-05-12,20868.143627166457,20382.122888304515
2023-05-15,20843.598247060097,20382.122888304515
2023-05-16,20805.078847719524,20257.887201504516
2023-05-17,20809.43280638677,20367.129048504517
2023-05-18,20823.192789809837,20261.193946704516
2023-05-19,20818.819234446495,20261.193946704516
2023-05-22,20811.788222800817,20261.193946704516
2023-05-23,20812.126855380633,20261.193946704516
2023-05-24,20777.528609082383,20261.193946704516
2023-05-25,20759.395597256513,20261.193946704516
2023-05-26,20753.178665432933,20343.437684048517
2023-05-29,20749.769213379204,20259.074741048516
2023-05-30,20673.82320831367,20259.074741048516
2023-05-31,20680.027251893454,20259.074741048516
2023-06-01,20665.75999002717,20259.074741048516
2023-06-02,20571.507655238347,20136.054753848515
2023-06-05,20577.77789725789,20136.054753848515
2023-06-06,20573.609849885157,20136.054753848515
2023-06-07,20587.445608489445,20063.741183980965
2023-06-08,20522.635864927608,20063.741183980965
2023-06-09,20506.391625499335,20063.741183980965
2023-06-12,20522.014396937797,20063.741183980965
2023-06-13,20560.94683910669,20063.741183980965
2023-06-14,20371.4740436299,20063.741183980965
2023-06-15,20360.591527850964,20063.741183980965
2023-06-16,20374.364499100924,20063.741183980965
2023-06-19,20376.06793421254,19937.673043440423
2023-06-20,20354.476172732695,19937.673043440423
2023-06-21,20362.07869472657,19937.673043440423
2023-06-26,20354.124384975174,19937.673043440423
2023-06-27,20379.995471593527,19937.673043440423
2023-06-28,20347.051391700785,19937.673043440423
2023-06-29,20342.75264386952,19937.673043440423
2023-06-30,20361.87465155922,19937.673043440423
2023-07-03,20389.33166479454,19937.673043440423
2023-07-04,20418.591177379014,19937.673043440423
2023-07-05,20418.689324680534,19937.673043440423
2023-07-06,20430.93203888192,19937.673043440423
2023-07-07,20401.78314166096,19937.673043440423
2023-07-10,20418.977209307464,19937.673043440423
2023-07-11,20413.49051094166,19937.673043440423
2023-07-12,20419.051508668654,19937.673043440423
2023-07-13,20375.895769461084,19937.673043440423
2023-07-14,20401.81061893461,19937.673043440423
2023-07-17,20432.8703845956,19937.673043440423
2023-07-18,20426.531600760703,19937.673043440423
2023-07-19,20406.52281651522,19937.673043440423
2023-07-20,20410.266956061554,19839.873142956552
2023-07-21,20386.100167809625,19839.873142956552
2023-07-24,20377.284471855168,19839.873142956552
2023-07-25,20232.79906831011,19839.873142956552
2023-07-26,20121.4832620294,19839.873142956552
2023-07-27,20106.626156262828,19722.079430053327
2023-07-28,20093.124029309183,19722.079430053327
2023-07-31,20104.686889000845,19722.079430053327
2023-08-01,20130.280478372064,19722.079430053327
2023-08-02,20121.43330876514,19722.079430053327
2023-08-03,20126.534666175237,19722.079430053327
2023-08-04,20120.56796049554,19722.079430053327
2023-08-07,20099.47445220102,19722.079430053327
2023-08-08,20102.21701143124,19722.079430053327
2023-08-09,20117.45730291525,19722.079430053327
2023-08-10,20132.859456261405,19722.079430053327
2023-08-11,20124.58114859637,19722.079430053327
2023-08-14,20122.379281080888,19722.079430053327
2023-08-15,20139.119437957623,19722.079430053327
2023-08-16,20154.449977839413,19722.079430053327
2023-08-17,20017.9163191041,19722.079430053327
2023-08-18,20020.059441311605,19722.079430053327
2023-08-21,19989.174413055534,19722.079430053327
2023-08-22,19983.581748375622,19722.079430053327
2023-08-23,19975.586028154874,19722.079430053327
2023-08-24,19970.82452117916,19722.079430053327
2023-08-25,19974.22001460079,19722.079430053327
2023-08-28,19976.62680647717,19722.079430053327
2023-08-29,19971.85316382816,19722.079430053327
2023-08-30,19979.336613982687,19722.079430053327
2023-08-31,19978.52095018578,19722.079430053327
2023-09-01,19983.885552702337,19722.079430053327
2023-09-04,19993.910372569884,19722.079430053327
2023-09-05,19977.857028221097,19722.079430053327
2023-09-06,19964.51844294516,19722.079430053327
2023-09-07,19966.378039589752,19722.079430053327
2023-09-08,19955.547688397695,19722.079430053327
2023-09-11,19950.49914607982,19722.079430053327
2023-09-12,19956.88354727187,19722.079430053327
2023-09-13,19955.129270252004,19722.079430053327
2023-09-14,19954.385279987102,19722.079430053327
2023-09-15,19952.12653468909,19722.079430053327
2023-09-18,19800.839860516902,19722.079430053327
2023-09-19,19800.93373468909,19722.079430053327
2023-09-20,19799.12667067143,19722.079430053327
