date,stock,action,shares,price,amount,fee
2020-04-23,002482.SZ,buy,410500,3.071280353200881,1260760.5849889617,1765.0648189845463
2020-04-24,000011.SZ,sell,146600,8.498433228180868,1245870.3112513153,1744.2184357518413
2020-04-24,000920.SZ,sell,1180300,4.733571428571425,5587034.357142853,7821.848099999994
2020-04-24,002042.SZ,sell,345900,3.640013513513512,1259080.6743243237,1762.7129440540532
2020-04-24,002222.SZ,sell,541100,9.004405705229784,4872283.927099836,6821.19749793977
2020-04-24,002425.SZ,sell,308300,4.03753846153846,1244773.1076923073,1742.6823507692302
2020-04-24,300171.SZ,sell,394900,10.599116022099444,4185590.9171270705,5859.827283977898
2020-04-24,300377.SZ,sell,136300,8.946912133891212,1219464.1238493721,1707.249773389121
2020-04-24,300735.SZ,sell,49300,24.67276802390733,1216367.4635786314,1702.914449010084
2020-04-24,600053.SH,sell,57600,20.593493028244545,1186185.1984268858,1660.65927779764
2020-04-24,600602.SH,sell,849000,6.250000000000001,5306250.000000001,7428.750000000001
2020-04-24,002240.SZ,buy,1570500,9.086587202007532,14270485.20075283,19978.679281053963
2020-04-27,002878.SZ,sell,40800,29.66989883507054,1210531.872470878,1694.7446214592292
2020-04-27,300447.SZ,sell,88700,13.205450901803609,1171323.49498998,1639.852892985972
2020-04-27,002795.SZ,buy,410600,13.500658724597043,5543370.472319546,7760.718661247364
2020-04-27,600872.SH,buy,98200,56.42919445869672,5541346.895844018,7757.885654181625
2020-04-28,300720.SZ,sell,102900,11.829146889031431,1217219.2148813342,1704.106900833868
2020-04-28,603103.SH,sell,128600,9.962513938165236,1281179.2924480494,1793.6510094272692
2020-04-28,603126.SH,sell,1450700,3.379414141414142,4902516.094949496,6863.522532929294
2020-04-28,600712.SH,buy,1205500,3.572517838939856,4306670.254841996,6029.338356778795
2020-04-28,603220.SH,buy,238400,18.064427312775337,4306559.47136564,6029.183259911896
2020-04-29,000045.SZ,sell,193300,5.595918635170598,1081691.0721784765,1514.367501049867
2020-04-29,000816.SZ,sell,4717100,1.001920529801324,4726159.331125826,6616.623063576156
2020-04-29,002240.SZ,sell,1570500,7.228117942283565,11351759.228356339,15892.462919698875
2020-04-29,002482.SZ,sell,410500,2.4478807947019856,1004855.066225165,1406.797092715231
2020-04-29,603220.SH,sell,238400,16.579735682819386,3952608.9867841415,5533.652581497798
2020-04-29,603661.SH,sell,48200,22.35737135219424,1077625.2991757623,1508.6754188460673
2020-04-30,002675.SZ,sell,290000,15.68180399500624,4547723.158551809,6366.812421972533
2020-04-30,600702.SH,sell,332500,18.97896052631579,6310504.375000001,8834.706125
2020-04-30,603860.SH,sell,222000,21.78371014492753,4835983.652173911,6770.377113043475
2020-04-30,000002.SZ,buy,217200,22.05896805896805,4791207.86240786,6707.691007371004
2020-04-30,002580.SZ,buy,942400,5.084740740740736,4791859.67407407,6708.603543703697
2020-04-30,300548.SZ,buy,38100,125.6773135150014,4788305.644921553,6703.6279028901745
2020-04-30,600015.SH,buy,857400,5.58877922077922,4791819.303896104,6708.547025454545
2020-04-30,600177.SH,buy,797100,6.011824512534825,4792025.318941509,6708.835446518113
2020-04-30,603103.SH,buy,441700,10.848297009630016,4791692.789153579,6708.36990481501
2020-04-30,603220.SH,buy,269500,17.780092511013223,4791734.931718064,6708.428904405288
2020-04-30,603279.SH,buy,245900,19.48457441966316,4791256.849795171,6707.75958971324
2020-05-06,300192.SZ,sell,68000,21.28851955307263,1447619.3296089387,2026.6670614525142
2020-05-06,600712.SH,sell,1205500,2.467522935779816,2974598.8990825685,4164.4384587155955
2020-05-06,603279.SH,sell,245900,19.97735548475191,4912431.713700495,6877.404399180693
2020-05-06,600115.SH,buy,1500100,3.126006825938567,4689322.839590444,6565.0519754266215
2020-05-06,600808.SH,buy,2079000,2.255533980582524,4689255.145631067,6564.957203883494
2020-05-07,000002.SZ,sell,217200,20.713786855036847,4499034.504914003,6298.648306879605
2020-05-07,600138.SH,sell,163700,7.812499999999995,1278906.249999999,1790.4687499999986
2020-05-07,002222.SZ,buy,104900,9.957535657686204,1044545.4904912828,1462.363686687796
2020-05-07,300725.SZ,buy,11000,94.65051915764838,1041155.7107341321,1457.617995027785
2020-05-07,300735.SZ,buy,36100,28.86963018304069,1042193.649607769,1459.0711094508765
2020-05-07,300803.SZ,buy,14300,72.96349581111963,1043377.9900990106,1460.729186138615
2020-05-07,600755.SH,buy,193700,5.390337381916335,1044108.3508771941,1461.7516912280716
2020-05-07,601198.SH,buy,118200,8.835053516819569,1044303.3256880731,1462.0246559633022
2020-05-07,601588.SH,buy,456600,2.287567567567568,1044503.3513513516,1462.3046918918922
2020-05-07,603279.SH,buy,48500,21.532203004096477,1044311.8456986791,1462.0365839781507
2020-05-07,603908.SH,buy,52000,20.065478702618197,1043404.8925361462,1460.7668495506048
2020-05-08,000011.SZ,buy,10900,8.63129337539433,94081.0977917982,131.71353690851748
2020-05-08,000809.SZ,buy,51300,1.845188284518828,94658.15899581589,132.52142259414225
2020-05-08,000826.SZ,buy,12900,7.300817204301074,94180.54193548385,131.8527587096774
2020-05-08,000937.SZ,buy,37600,2.5113043478260844,94425.04347826078,132.19506086956508
2020-05-08,002021.SZ,buy,48800,1.9360000000000008,94476.80000000005,132.26752000000008
2020-05-08,300720.SZ,buy,7100,13.300833867864018,94435.92046183452,132.21028864656833
2020-05-08,600261.SH,buy,33300,2.8355578947368407,94424.0778947368,132.1937090526315
2020-05-08,600834.SH,buy,17700,5.347041499330656,94642.6345381526,132.49968835341363
2020-05-08,603093.SH,buy,4900,19.09896219421793,93584.91475166785,131.01888065233499
2020-05-08,688101.SH,buy,4800,19.64504930966468,94296.23668639048,132.01473136094666
2020-05-11,002021.SZ,sell,48800,1.8318400000000008,89393.79200000004,125.15130880000007
2020-05-11,000506.SZ,buy,4600,2.116075085324235,9733.945392491481,13.627523549488075
2020-05-11,000592.SZ,buy,5100,1.8946712802768173,9662.823529411768,13.527952941176475
2020-05-11,000920.SZ,buy,1900,4.920014880952378,9348.028273809517,13.087239583333325
2020-05-11,002240.SZ,buy,1100,8.436637390213303,9280.301129234633,12.992421580928486
2020-05-11,002483.SZ,buy,1800,5.17330210772834,9311.943793911012,13.036721311475416
2020-05-11,002494.SZ,buy,2600,3.645214521452146,9477.55775577558,13.268580858085812
2020-05-11,002927.SZ,buy,700,13.54286761113825,9480.007327796775,13.272010258915484
2020-05-11,300465.SZ,buy,500,18.498453307393028,9249.226653696514,12.94891731517512
2020-05-11,300468.SZ,buy,200,37.06181818181817,7412.363636363633,10.377309090909087
2020-05-11,300717.SZ,buy,800,12.16898008449004,9735.184067592032,13.629257694628844
2020-05-11,300721.SZ,buy,500,17.788461538461554,8894.230769230777,12.451923076923087
2020-05-11,600313.SH,buy,1500,6.160290322580647,9240.435483870971,12.93660967741936
2020-05-11,600509.SH,buy,3600,2.660187667560322,9576.67560321716,13.407345844504023
2020-05-11,600602.SH,buy,1500,6.441093935790726,9661.64090368609,13.526297265160526
2020-05-11,600678.SH,buy,1600,5.818963911525027,9310.342258440043,13.03447916181606
2020-05-11,601339.SH,buy,3400,2.8418905472636795,9662.42786069651,13.527399004975114
2020-05-11,603661.SH,buy,300,27.320124749387386,8196.037424816215,11.474452394742702
2020-05-11,603995.SH,buy,500,18.744720588235293,9372.360294117647,13.121304411764706
2020-05-12,300468.SZ,sell,200,35.07323356643355,7014.64671328671,9.820505398601394
2020-05-12,600678.SH,sell,1600,5.510407450523862,8816.651920838178,12.343312689173448
2020-05-12,002524.SZ,buy,900,6.278119092627603,5650.307183364843,7.91043005671078
2020-05-12,300564.SZ,buy,300,19.028742004264387,5708.622601279316,7.992071641791042
2020-05-12,603038.SH,buy,400,12.501810228802157,5000.724091520862,7.001013728129207
2020-05-12,603458.SH,buy,200,22.66540667361836,4533.081334723672,6.34631386861314
2020-05-12,603616.SH,buy,900,5.986215568862277,5387.594011976049,7.542631616766468
2020-05-13,000826.SZ,sell,12900,6.541935483870967,84390.96774193547,118.14735483870966
2020-05-13,600015.SH,sell,857400,5.386181818181819,4618112.290909092,6465.357207272728
2020-05-13,600115.SH,sell,1500100,3.010238907849829,4515659.3856655285,6321.92313993174
2020-05-13,603220.SH,sell,269500,17.993132158590317,4849149.116740091,6788.808763436127
2020-05-13,300756.SZ,buy,164800,21.31458640226628,3512643.8390934826,4917.701374730876
2020-05-13,600279.SH,buy,1218700,2.883347921225382,3513936.1115973727,4919.5105562363215
2020-05-13,600333.SH,buy,1318900,2.664304761904763,3513951.5504761916,4919.532170666668
2020-05-14,000506.SZ,sell,4600,1.949522184300344,8967.802047781583,12.554922866894216
2020-05-14,000592.SZ,sell,5100,1.7987543252595164,9173.647058823533,12.843105882352946
2020-05-14,000920.SZ,sell,1900,4.616800595238093,8771.921130952376,12.280689583333327
2020-05-14,000937.SZ,sell,37600,2.396983695652172,90126.58695652167,126.17722173913033
2020-05-14,600313.SH,sell,1500,5.4490645161290345,8173.596774193552,11.443035483870972
2020-05-14,600755.SH,sell,193700,5.221106612685563,1011328.3508771936,1415.8596912280711
2020-05-14,600808.SH,sell,2079000,2.1375080906148853,4443879.320388347,6221.431048543685
2020-05-14,601588.SH,sell,456600,2.18918918918919,999583.7837837841,1399.4172972972979
2020-05-14,603298.SH,sell,372700,12.950007710100229,4826467.873554355,6757.0550229760975
2020-05-14,603458.SH,sell,200,21.274244004171013,4254.848800834203,5.956788321167884
2020-05-14,603616.SH,sell,900,5.685281437125749,5116.753293413174,7.163454610778444
2020-05-14,603995.SH,sell,500,17.745621323529413,8872.810661764706,12.42193492647059
2020-05-14,300192.SZ,buy,219100,22.676005586592183,4968312.824022347,6955.637953631286
2020-05-14,600702.SH,buy,220200,22.56302960526317,4968379.11907895,6955.73076671053
2020-05-15,000809.SZ,sell,51300,1.9341004184100408,99219.3514644351,138.90709205020914
2020-05-15,002795.SZ,sell,410600,14.51100911002101,5958220.340574627,8341.508476804478
2020-05-15,002927.SZ,sell,700,12.852388861748905,8996.672203224232,12.595341084513926
2020-05-15,300192.SZ,sell,219100,21.68047486033521,4750192.041899445,6650.268858659222
2020-05-15,300465.SZ,sell,500,17.41482490272377,8707.412451361884,12.190377431906638
2020-05-15,300548.SZ,sell,38100,129.62706440957888,4938791.154004956,6914.307615606938
2020-05-15,300803.SZ,sell,14300,71.01680883472969,1015540.3663366345,1421.7565128712884
2020-05-15,600177.SH,sell,797100,6.011824512534825,4792025.318941509,6708.835446518113
2020-05-15,600333.SH,sell,1318900,2.5935428571428574,3420623.6742857145,4788.873144
2020-05-15,601198.SH,sell,118200,8.802209480122324,1040421.1605504587,1456.589624770642
2020-05-15,603103.SH,sell,441700,11.434384186518,5050567.495185001,7070.794493259001
2020-05-18,000011.SZ,sell,10900,8.16152471083071,88960.61934805474,124.54486708727663
2020-05-18,002483.SZ,sell,1800,5.129367681498831,9232.861826697896,12.926006557377054
2020-05-18,002580.SZ,sell,942400,5.182240740740735,4883743.674074069,6837.241143703696
2020-05-18,300735.SZ,sell,36100,25.818606649234194,932051.7000373544,1304.8723800522962
2020-05-18,600261.SH,sell,33300,2.774084210526315,92377.00421052628,129.3278058947368
2020-05-18,600509.SH,sell,3600,2.6265147453083117,9455.453083109922,13.23763431635389
2020-05-18,601339.SH,sell,3400,2.875621890547261,9777.114427860688,13.687960199004962
2020-05-18,603093.SH,sell,4900,18.10266864343958,88703.07635285394,124.18430689399551
2020-05-18,603659.SH,sell,364200,68.76181031458314,25043051.31657118,35060.271843199655
2020-05-18,688101.SH,sell,4800,19.117164694280067,91762.39053254432,128.46734674556205
2020-05-19,002494.SZ,sell,2600,3.614257425742575,9397.069306930694,13.155897029702972
2020-05-19,600279.SH,sell,1218700,2.851663019693653,3475321.722100655,4865.450410940917
2020-05-19,603279.SH,sell,48500,24.37230769230768,1182056.9230769225,1654.8796923076916
2020-05-19,000545.SZ,buy,8421100,2.1334615384615376,17966092.961538456,25152.53014615384
2020-05-19,000592.SZ,buy,9243900,1.943564013840832,17966111.38754327,25152.555942560575
2020-05-19,601899.SH,buy,5280700,3.402189473684212,17965941.95368422,25152.318735157904
2020-05-20,603661.SH,sell,300,35.67833370461126,10703.500111383379,14.98490015593673
2020-05-20,603908.SH,sell,52000,20.870343884329795,1085257.8819851493,1519.3610347792091
2020-05-20,000045.SZ,buy,1541500,6.157808398950125,9492261.646981617,13289.166305774264
2020-05-21,000592.SZ,sell,9243900,1.7987543252595164,16627505.107266443,23278.50715017302
2020-05-21,002222.SZ,sell,104900,10.171862123613302,1067028.3367670353,1493.8396714738494
2020-05-21,300564.SZ,sell,300,19.68956289978678,5906.868869936034,8.269616417910447
2020-05-21,600872.SH,sell,98200,67.27717034376596,6606618.1277578175,9249.265378860944
2020-05-21,002392.SZ,buy,4294000,3.9302255639097767,16876388.571428582,23626.944000000014
2020-05-22,000045.SZ,sell,1541500,5.891076115485559,9081093.832020989,12713.531364829383
2020-05-22,002524.SZ,sell,900,6.247344045368622,5622.60964083176,7.871653497164464
2020-05-22,300717.SZ,sell,800,11.998189499094748,9598.551599275797,13.437972238986116
2020-05-22,300720.SZ,sell,7100,13.3933611289288,95092.86401539449,133.1300096215523
2020-05-22,300725.SZ,sell,11000,114.56595642000572,1260225.520620063,1764.3157288680882
2020-05-22,600602.SH,sell,1500,6.336504161712246,9504.756242568368,13.306658739595715
2020-05-22,601899.SH,sell,5280700,3.2350315789473707,17083231.25894738,23916.523762526333
2020-05-22,603038.SH,sell,400,12.22815612382234,4891.262449528936,6.84776742934051
2020-05-22,000605.SZ,buy,4282300,5.17985611510792,22181697.841726646,31054.376978417306
2020-05-25,000545.SZ,sell,8421100,2.01926282051282,17004414.13782051,23806.17979294871
2020-05-25,300756.SZ,sell,164800,21.42351274787533,3530594.900849854,4942.832861189796
2020-05-26,603103.SH,buy,1814200,11.756355803345173,21328380.698428813,29859.732977800337
2020-05-27,300721.SZ,sell,500,20.27351871101873,10136.759355509366,14.191463097713113
2020-05-27,002535.SZ,buy,17570000,0.6063957597173153,10654373.498233229,14916.12289752652
2020-05-28,000605.SZ,sell,4282300,4.840287769784178,20727564.316546783,29018.590043165495
2020-05-28,002240.SZ,sell,1100,9.69436637390214,10663.803011292353,14.929324215809295
2020-05-28,002425.SZ,buy,690400,6.486427350427347,4478229.442735041,6269.5212198290565
2020-05-28,600261.SH,buy,1545400,2.8977052631578943,4478113.71368421,6269.359199157893
2020-05-28,600808.SH,buy,2062900,2.1709061488673127,4478362.294498379,6269.707212297731
2020-05-28,601015.SH,buy,1999000,2.2402786377708983,4478316.996904026,6269.643795665636
2020-05-28,603661.SH,buy,100600,44.51080418801514,4477786.901314324,6268.901661840053
2020-05-28,688233.SH,buy,83600,53.512930990251405,4473681.030785018,6263.153443099025
2020-05-29,002392.SZ,sell,4294000,3.734235588972434,16034807.61904763,22448.73066666668
2020-05-29,603103.SH,sell,1814200,11.525919918905233,20910323.916877873,29274.453483629022
2020-05-29,688233.SH,sell,83600,43.44843509492047,3632289.1739353514,5085.204843509492
2020-05-29,000002.SZ,buy,170500,20.2853194103194,3458646.9594594575,4842.105743243241
2020-05-29,000011.SZ,buy,365200,9.47004206098844,3458459.360672978,4841.84310494217
2020-05-29,000592.SZ,buy,1779700,1.943564013840832,3458960.875432529,4842.5452256055405
2020-05-29,000809.SZ,buy,1805100,1.916150627615062,3458843.497907948,4842.380897071127
2020-05-29,002927.SZ,buy,265800,13.011353199804594,3458417.680508061,4841.784752711285
2020-05-29,300218.SZ,buy,551800,6.267842892768084,3458595.708229429,4842.033991521201
2020-05-29,600053.SH,buy,146400,23.61422953164103,3457123.2034322466,4839.9724848051455
2020-05-29,600138.SH,buy,440100,7.859445312499993,3458941.882031247,4842.5186348437455
2020-05-29,600569.SH,buy,2148800,1.6097265624999997,3458980.4374999995,4842.572612499999
2020-05-29,601588.SH,buy,1556800,2.2217417417417424,3458807.5435435446,4842.330560960962
2020-05-29,603038.SH,buy,266000,13.00201884253028,3458537.0121130543,4841.951816958276
2020-05-29,603860.SH,buy,149000,23.21000362318841,3458290.539855073,4841.606755797103
2020-06-01,000545.SZ,buy,110500,2.2001282051282045,243114.1666666666,340.35983333333326
2020-06-01,000937.SZ,buy,97500,2.494809782608693,243243.95380434758,340.5415353260866
2020-06-01,001872.SZ,buy,21200,11.435239206534424,242427.0711785298,339.3978996499417
2020-06-01,002471.SZ,buy,120600,2.016666666666667,243210.00000000006,340.4940000000001
2020-06-01,002489.SZ,buy,64900,3.747072599531616,243185.01170960188,340.45901639344265
2020-06-01,002566.SZ,buy,34800,6.983368263473053,243021.21556886224,340.22970179640714
2020-06-01,300756.SZ,buy,10500,23.09072237960337,242452.5849858354,339.43361898016957
2020-06-01,600110.SH,buy,56600,4.296198347107441,243164.82644628116,340.43075702479365
2020-06-01,600115.SH,buy,80400,3.0245904436860056,243177.07167235485,340.4479003412968
2020-06-01,600755.SH,buy,45200,5.373292847503377,242872.83670715263,340.0219713900137
2020-06-01,601198.SH,buy,27000,9.000191131498468,243005.16055045865,340.2072247706421
2020-06-01,601339.SH,buy,81200,2.995248756218903,243214.19900497494,340.4998786069649
2020-06-01,603126.SH,buy,68200,3.563636363636364,243040.00000000003,340.25600000000003
2020-06-02,000045.SZ,buy,2300,6.375446194225715,14663.526246719144,20.528936745406803
2020-06-02,000411.SZ,buy,1400,10.13722585924713,14192.116202945981,19.868962684124373
2020-06-02,000802.SZ,buy,3800,3.938452261306528,14966.118592964805,20.952566030150727
2020-06-02,002494.SZ,buy,3700,4.043316831683169,14960.272277227727,20.944381188118818
2020-06-02,002580.SZ,buy,2600,5.642666666666658,14670.93333333331,20.539306666666636
2020-06-02,002688.SZ,buy,1700,8.47056316590563,14399.957382039573,20.159940334855403
2020-06-02,300564.SZ,buy,700,20.71680170575692,14501.761194029845,20.302465671641784
2020-06-02,300717.SZ,buy,1000,13.888286059143027,13888.286059143027,19.44360048280024
2020-06-02,600015.SH,buy,2800,5.38618181818182,15081.309090909095,21.113832727272733
2020-06-02,600279.SH,buy,5000,2.995623632385119,14978.118161925595,20.969365426695834
2020-06-02,601226.SH,buy,4500,3.3285480093676822,14978.46604215457,20.969852459016398
2020-06-02,601919.SH,buy,7000,2.144048507462683,15008.339552238782,21.011675373134295
2020-06-02,603093.SH,buy,800,17.54994810971089,14039.958487768712,19.655941882876196
2020-06-02,603360.SH,buy,1400,10.459854535082716,14643.796349115803,20.501314888762124
2020-06-02,603458.SH,buy,600,21.740166840458823,13044.100104275294,18.26174014598541
2020-06-03,002707.SZ,sell,374200,5.994565560821489,2243166.432859401,3140.4330060031616
2020-06-03,603661.SH,sell,100600,37.137199821786574,3736002.302071729,5230.403222900421
2020-06-03,000031.SZ,buy,207700,3.6066436464088416,749099.8853591164,1048.7398395027628
2020-06-03,000766.SZ,buy,190000,3.943394216133942,749244.901065449,1048.9428614916285
2020-06-03,000958.SZ,buy,245400,3.0536347517730515,749361.9680851068,1049.1067553191494
2020-06-03,002554.SZ,buy,367400,2.039506578947372,749314.7171052645,1049.0406039473703
2020-06-03,600035.SH,buy,271700,2.7576744186046493,749260.1395348832,1048.9641953488365
2020-06-03,600602.SH,buy,113800,6.581878715814506,749017.7978596907,1048.624917003567
2020-06-03,688101.SH,buy,36400,20.480493096646928,745489.9487179482,1043.6859282051273
2020-06-04,000545.SZ,sell,110500,2.116955128205127,233923.5416666665,327.4929583333331
2020-06-04,603093.SH,sell,800,16.579781319495908,13263.825055596726,18.569355077835418
2020-06-04,000826.SZ,buy,17200,6.39183870967742,109939.62580645162,153.91547612903227
2020-06-04,002483.SZ,buy,23500,4.700327868852463,110457.70491803288,154.64078688524603
2020-06-04,002907.SZ,buy,6400,17.213442916915724,110166.03466826063,154.23244853556488
2020-06-04,300221.SZ,buy,29500,3.740806174957114,110353.78216123486,154.4952950257288
2020-06-04,300562.SZ,buy,4800,22.920881971465636,110020.23346303505,154.02832684824907
2020-06-04,600673.SH,buy,25700,4.285517587939701,110137.80201005032,154.19292281407044
2020-06-04,600728.SH,buy,12100,9.069927685950413,109746.125,153.644575
2020-06-04,603616.SH,buy,19400,5.685281437125749,110294.45988023952,154.41224383233532
2020-06-05,002483.SZ,sell,23500,4.492833723653398,105581.59250585485,147.81422950819677
2020-06-05,002927.SZ,sell,265800,8.798065461651202,2338525.7997068893,3273.936119589645
2020-06-05,300564.SZ,sell,700,19.04298773987206,13330.091417910442,18.66212798507462
2020-06-05,600261.SH,sell,1545400,2.804736842105263,4334440.315789473,6068.216442105262
2020-06-05,603360.SH,sell,1400,9.772393040502,13681.350256702799,19.15389035938392
2020-06-05,000605.SZ,buy,262300,5.266546762589933,1381415.2158273396,1933.9813021582754
2020-06-05,300721.SZ,buy,58200,23.73580561330564,1381423.8866943882,1933.9934413721435
