feature,importance
ma_5,0.07632944
ma_5_slope,0.0681112
high_low_ratio,0.060245093
kdj_long_k,0.059407886
ma_10_prev,0.05392015
kdj_fast_d,0.053003054
volume_ma_10,0.050037846
ma_60,0.04917584
kdj_long_j,0.04663147
volume_ma_5,0.04568174
kdj_fast_k,0.04360617
pct_chg,0.04348741
volume_ma_20,0.043202847
ma_20,0.042414002
kdj_long_d,0.04175898
ma_5_prev,0.041304912
ma_10,0.040385403
kdj_fast_j,0.039517786
lower_shadow_ratio,0.038557667
close_open_ratio,0.035153326
upper_shadow_ratio,0.02806772
