model,cv_accuracy,cv_accuracy_std,train_time
LightGBM,0.5425684293142352,0.0045630219598165106,2.5527398586273193
XGBoost,0.5421760031394094,0.004701814036434902,1.3575761318206787
RandomForest,0.5435167925700644,0.004797506955924203,115.24307489395142
