date,total_value,cash
2022-04-18,43955.40378309488,27459.941946322273
2022-04-19,43940.76527307144,27459.941946322273
2022-04-20,43219.63501073618,27459.941946322273
2022-04-21,41766.87222200682,26783.146246233504
2022-04-22,41528.626525714506,26738.409339822334
2022-04-25,39521.781750982635,25083.51891651845
2022-04-26,38497.35481416039,23788.836131168006
2022-04-27,38907.77952002658,23198.6975765025
2022-04-28,38422.90079759236,23410.450212146065
2022-04-29,35736.58234350678,23720.660265571798
2022-05-05,31233.009741050897,23347.711497223172
2022-05-06,30958.517159975338,23564.186456621628
2022-05-09,31146.394348455433,23247.53262290671
2022-05-10,31251.092669770947,22993.96114271017
2022-05-11,31240.256389767823,22993.96114271017
2022-05-12,31075.72259327711,22799.379485806403
2022-05-13,30983.08780871399,22663.699733488524
2022-05-16,31038.043956961785,22663.699733488524
2022-05-17,30812.251845591156,22663.699733488524
2022-05-18,30914.595427454024,22663.699733488524
2022-05-19,30724.29329389722,22663.699733488524
2022-05-20,30790.019056611807,22663.699733488524
2022-05-23,31080.022974313208,22663.699733488524
2022-05-24,30081.26933636101,22467.385222162557
2022-05-25,30363.943182138515,22467.385222162557
2022-05-26,30590.925903972486,22467.385222162557
2022-05-27,30414.09467441873,22467.385222162557
2022-05-30,30566.716234450334,22467.385222162557
2022-05-31,30859.041070474206,22467.385222162557
2022-06-01,30983.08322748519,22546.19385790759
2022-06-02,30962.097966731963,22383.637679099644
2022-06-06,31122.57859949974,22383.637679099644
2022-06-07,30911.0362053562,22383.637679099644
2022-06-08,30583.032809964418,22669.620929547695
2022-06-09,30242.505563533963,22669.620929547695
2022-06-10,30389.584940301113,22553.441950077497
2022-06-13,30261.11794347874,22553.441950077497
2022-06-14,30267.478439814633,22553.441950077497
2022-06-15,30451.035847327636,22553.441950077497
2022-06-16,30607.87624756951,22674.04592043539
2022-06-17,28915.82022032104,22674.04592043539
2022-06-20,28981.678090920705,22674.04592043539
2022-06-21,28956.957449672085,22674.04592043539
2022-06-22,28653.046720872877,22543.65446646188
2022-06-23,28795.073928463975,22543.65446646188
2022-06-24,28914.04663723207,22543.65446646188
2022-06-27,28964.11835766967,22543.65446646188
2022-06-28,29254.401375338082,22543.65446646188
