date,portfolio_nav,benchmark_nav
2021-04-28,3180786.714353564,23.53140049140044
2021-04-29,3132785.5670052497,23.889806511056463
2021-04-30,3048350.8355922396,24.37189496314491
2021-05-06,2638681.4358898634,23.94122850122845
2021-05-07,2583286.160739324,24.078624078624024
2021-05-10,2506243.1414653636,23.293968058968005
2021-05-11,2506146.4525653706,23.429496314496262
2021-05-12,2466353.4792070254,22.43921683046678
2021-05-13,2417609.9220639756,22.1908599508599
2021-05-14,2371895.6629571957,22.50567874692869
2021-05-17,2172924.0918274405,22.588894348894296
2021-05-18,2220763.325451911,22.87297604422599
2021-05-19,2217668.18341099,22.0096099508599
2021-05-20,2239016.7726052413,22.33970823095818
2021-05-21,2310645.5973074483,21.681968673218623
2021-05-24,2328313.258436671,21.06621928746924
2021-05-25,2337471.942007171,21.99316953316948
2021-05-26,2367259.3234903733,22.68895577395572
2021-05-27,2348208.376676279,22.655577395577343
2021-05-28,2332772.597925692,22.30658783783778
2021-05-31,2340770.0142068663,21.894656019655965
2021-06-01,2455805.2959027053,21.73095823095818
2021-06-02,2393521.5710157263,21.99316953316948
2021-06-03,2297055.0372064514,21.84548218673213
2021-06-04,2296318.0043128543,21.292042383292326
2021-06-07,2313970.5077586547,20.665958230958186
2021-06-08,2228445.6274327626,20.85760442260437
2021-06-09,2241673.4210282154,20.618184889434843
2021-06-10,2315821.3542288044,20.20646498771494
2021-06-11,2197987.679451838,19.64324631449627
2021-06-15,2128622.3767850264,18.828550368550328
2021-06-16,2005969.1212489828,19.13395577395573
2021-06-17,2029084.7186512728,19.195331695331653
2021-06-18,1976051.0760631561,18.54069103194099
2021-06-21,2006531.9600698124,17.986486486486445
2021-06-22,2020942.8669664245,18.03110872235868
2021-06-23,2049056.6164096799,18.43519656019652
2021-06-24,1960836.6073553585,18.180248771498725
2021-06-25,1897321.387055645,18.45024877149873
2021-06-28,1969871.8259069622,17.808550368550325
2021-06-29,1930573.7035250831,17.396805896805855
2021-06-30,1678790.1697739542,17.41142813267809
2021-07-01,1598301.3096373205,19.164631449631404
2021-07-02,1557834.4837369304,17.764204545454504
2021-07-05,1647846.5167951249,17.42605651105647
2021-07-06,1443510.2183309263,18.40511056511052
2021-07-07,779756.4552501427,17.749434889434845
2021-07-08,760330.9020954098,17.7642045454545
2021-07-09,756688.1151389525,17.778980343980297
2021-07-12,778870.8814729318,17.42605651105647
2021-07-13,769092.876872536,17.45533169533165
2021-07-14,751428.4542565163,16.544966216216174
2021-07-15,704057.205918725,16.989877149877106
2021-07-16,694658.8587603342,17.616784398034355
2021-07-19,626071.353311488,16.93213759213755
2021-07-20,605978.4053344826,16.374327395577357
2021-07-21,614369.9780226231,15.867718058968023
2021-07-22,623976.4384992393,16.54496621621618
2021-07-23,603745.7993961461,16.402705773955738
2021-07-26,565899.4219638496,14.01257985257982
2021-07-27,532717.7380160922,12.482358722358695
2021-07-28,498628.06534158817,12.894351965601937
2021-07-29,499567.7029953452,13.033169533169506
2021-07-30,497774.9866266307,13.109201474201445
2021-08-02,496205.05257912184,13.41554054054051
2021-08-03,487927.48174830136,13.38987714987712
2021-08-04,490070.03892755235,12.969978501228471
2021-08-05,474771.7794339442,13.53132985257982
2021-08-06,464877.5870707532,13.67352579852577
2021-08-09,483257.7904323676,15.245651105651074
2021-08-10,493317.411726638,14.67627764127761
2021-08-11,489389.35033470235,16.402705773955738
2021-08-12,488628.2846733761,15.74230958230955
2021-08-13,474515.57991408545,15.951600122850092
2021-08-16,474393.7589019284,16.1904668304668
2021-08-17,454038.8119257469,16.416904176904143
2021-08-18,478508.1300460288,17.280049140049105
2021-08-19,470373.7493576189,16.459536240786207
2021-08-20,462661.3311621399,15.895654176904143
2021-08-23,472615.1070106389,15.99362407862405
2021-08-24,469078.95840319275,16.27519656019653
2021-08-25,462126.72344589565,13.855577395577368
2021-08-26,460654.9919336107,13.377054668304645
2021-08-27,449763.8308363195,13.415540540540514
2021-08-30,442718.5896424011,11.594745085995063
2021-08-31,459555.8361681999,12.04054054054052
2021-09-01,479988.61160314863,13.313034398034372
2021-09-02,483635.26296425186,13.803439803439778
2021-09-03,360885.5281847113,13.45408169533167
2021-09-06,361230.2737012827,12.96997850122848
2021-09-07,296222.0695917963,13.020519041769017
2021-09-08,298618.77203680633,12.693762285012255
2021-09-09,299963.34800713405,12.531941031941006
2021-09-10,289205.2557709223,12.781326781326754
2021-09-13,299954.14864761924,13.88168304668302
2021-09-14,291651.5261448377,12.445236486486458
2021-09-15,296399.7960749363,11.774459459459433
2021-09-16,299508.68223595765,11.110577395577373
2021-09-17,287864.93645353086,11.169069410319388
2021-09-22,276670.404997255,12.383488943488915
2021-09-23,291338.5111360716,12.969978501228471
2021-09-24,272614.3032908732,12.681277641277614
2021-09-27,250720.44315102574,12.052705773955749
2021-09-28,238860.7631775464,13.647616707616676
2021-09-29,223275.56041945948,13.764401105651077
2021-09-30,215574.2821017891,13.947054668304634
2021-10-08,208421.27446959956,13.855577395577363
2021-10-11,199654.47208406578,15.000307125307092
2021-10-12,192265.4154886831,15.273034398034364
2021-10-13,188873.70299227326,15.273034398034364
2021-10-14,191137.7159650275,13.933968058968029
2021-10-15,185842.28980440577,13.660568181818151
2021-10-18,183138.90464207734,12.656326781326754
2021-10-19,181996.2508018018,12.656326781326754
2021-10-20,179226.4339437762,12.285012285012256
2021-10-21,175235.27420971997,13.19818488943486
2021-10-22,170896.9575476817,13.97324631449628
2021-10-25,165469.00882830852,13.020519041769012
2021-10-26,163819.7837059363,11.943439803439777
2021-10-27,156133.8114633601,11.870872235872213
2021-10-28,150290.80299689597,11.239462530712505
2021-10-29,151109.74869997124,10.184401105651084
2021-11-01,152473.40718219322,10.162042383292365
2021-11-02,146670.9019852702,9.556805896805876
2021-11-03,146793.00824682307,10.006219287469268
2021-11-04,148543.25282348855,10.01730958230956
2021-11-05,147326.7304228092,9.752837837837818
2021-11-08,147869.8487209585,10.296563267813244
2021-11-09,149508.37674714302,10.195589680589658
2021-11-10,150962.85837200994,11.063894348894328
2021-11-11,151879.89038682843,13.274695945945917
2021-11-12,151549.36311983466,11.991941031941009
2021-11-15,149839.70781632926,11.558968058968034
2021-11-16,149721.26370077906,11.369090909090886
2021-11-17,147657.3540431332,11.630577395577374
2021-11-18,145186.8126637447,11.192509213759193
2021-11-19,146969.32524059378,12.16246928746926
2021-11-22,145079.7445030477,11.345466830466805
2021-11-23,146467.75382776608,11.369090909090882
2021-11-24,141642.69966669925,11.440110565110542
2021-11-25,141729.71551436005,11.345466830466805
2021-11-26,142483.0966023233,11.075555896805872
2021-11-29,139019.49190154576,10.46595823095821
2021-11-30,139114.44746858225,10.240405405405385
2021-12-01,140478.25089665534,10.477300368550344
2021-12-02,138087.22221602185,11.12226351351349
2021-12-03,139835.73921515697,11.40457309582307
2021-12-06,137214.00399732188,11.666464987714958
2021-12-07,137217.73424172765,12.21141277641275
2021-12-08,120734.00344149607,12.052705773955749
2021-12-09,120964.85550540037,12.78132678132675
2021-12-10,119811.85726101119,12.482358722358692
2021-12-13,117760.84647325038,12.16246928746926
2021-12-14,119236.51695472257,11.678439803439778
2021-12-15,119414.37859010302,11.810568181818152
2021-12-16,119364.91623484883,12.02838144963142
2021-12-17,118617.92774704177,11.71440110565108
2021-12-20,113662.71234709295,11.75041769041766
2021-12-21,115048.40924090303,12.66879914004911
2021-12-22,116799.3609041989,12.11362407862405
2021-12-23,115554.83483137212,11.85879914004911
2021-12-24,111646.06449799523,11.846732186732158
2021-12-27,112852.25259765309,11.82261670761668
2021-12-28,112978.49530193962,11.895036855036825
2021-12-29,113875.12541389038,11.53514742014739
2021-12-30,116980.81132895054,11.22771498771496
2021-12-31,120304.15624018309,11.991941031941003
2022-01-04,124615.58598243639,12.894351965601931
2022-01-05,124918.32168131863,13.764401105651071
2022-01-06,122662.02346042052,13.608799140049106
2022-01-07,118934.3396246609,14.7165878378378
2022-01-10,123555.40554225506,15.081867321867284
2022-01-11,119178.47747814187,15.273034398034362
2022-01-12,119905.17612620148,14.932509213759175
2022-01-13,121429.50305407957,14.236514127764094
2022-01-14,117710.28335815149,13.160012285012252
2022-01-17,123045.43880455536,13.377054668304638
2022-01-18,120205.89992584739,14.315973587223551
2022-01-19,120850.55657190479,14.730036855036818
2022-01-20,116858.65512638164,15.0138851351351
2022-01-21,113975.44394826368,14.38235872235869
2022-01-24,113429.58360156823,14.462223587223551
2022-01-25,107511.46461888566,13.313034398034368
2022-01-26,105146.55783201163,13.19818488943486
2022-01-27,98842.99917031405,12.831498771498746
2022-01-28,96523.70764007955,12.693762285012255
2022-02-07,93050.83635144732,13.428381449631422
2022-02-08,90856.70268728444,13.38987714987712
2022-02-09,92107.5874833348,12.906941031941004
2022-02-10,93147.29907053612,13.351428132678103
2022-02-11,90798.04906572429,13.77740786240783
2022-02-14,86085.8166420684,12.581621621621592
2022-02-15,85598.4414040047,12.052705773955749
2022-02-16,85600.25261131715,12.285012285012256
2022-02-17,82863.82712914115,12.040540540540515
2022-02-18,84413.53018613068,12.881769041769015
2022-02-21,85712.16188735169,13.160012285012256
2022-02-22,80523.001777315,13.083832923832896
2022-02-23,79293.47603052395,12.606498771498744
2022-02-24,75807.01684929314,12.0892383292383
2022-02-25,76007.13317154175,11.71440110565108
2022-02-28,77228.7387133508,11.321867321867296
2022-03-01,78032.75619135007,11.535147420147393
2022-03-02,78241.91261133179,11.463832923832896
2022-03-03,61775.125824167626,11.666464987714958
2022-03-04,60438.74809324933,10.7513544226044
2022-03-07,58600.77439928323,10.556867321867296
2022-03-08,55965.37764512196,9.58933968058966
2022-03-09,53868.30581446163,8.85504914004912
2022-03-10,55069.41174767979,8.637374078624058
2022-03-11,55710.8693632721,8.514204545454524
2022-03-14,53996.50809577958,7.951108722358704
2022-03-15,50680.319587899176,6.727272727272712
2022-03-16,51587.78191351034,7.388209459459444
2022-03-17,52508.61886469417,8.544914004913988
2022-03-18,52772.18053967126,9.352042383292362
2022-03-21,52382.09270154911,8.668304668304652
2022-03-22,52342.53925644425,9.491904176904155
2022-03-23,52462.22324720851,9.851600122850105
2022-03-24,50683.12293945769,9.384226044226024
2022-03-25,50046.73750656294,9.309216830466813
2022-03-28,49658.287361150935,9.69818488943487
2022-03-29,48997.13931904847,9.384226044226027
2022-03-30,49196.69763790769,11.063894348894328
2022-03-31,49919.25289144043,11.262976044226022
2022-04-01,50276.554771048344,13.109201474201452
2022-04-06,51275.48786738016,13.82949631449629
2022-04-07,49486.61761171007,13.428381449631429
2022-04-08,48778.733866772825,14.18366400491398
2022-04-11,46982.865213055964,13.210921375921354
2022-04-12,47600.359428981574,12.494745085995069
2022-04-13,46306.08833500282,12.906941031941011
2022-04-14,45774.5044212275,13.544226044226024
2022-04-15,44632.97545232336,13.93396805896804
2022-04-18,43955.40378309488,12.944745085995068
2022-04-19,43940.76527307144,13.109201474201456
2022-04-20,43219.63501073618,11.499462530712515
2022-04-21,41766.87222200682,11.44011056511055
2022-04-22,41528.626525714506,12.052705773955756
2022-04-25,39521.781750982635,10.889708230958211
2022-04-26,38497.35481416039,11.040589680589664
2022-04-27,38907.77952002658,10.206784398034385
2022-04-28,38422.90079759236,10.73986486486485
2022-04-29,35736.58234350678,11.535147420147403
2022-05-05,31233.009741050897,11.59474508599507
2022-05-06,30958.517159975338,10.500003071253058
2022-05-09,31146.394348455433,10.488648648648637
2022-05-10,31251.092669770947,10.579656019656005
2022-05-11,31240.256389767823,10.46595823095822
2022-05-12,31075.72259327711,9.928759213759202
2022-05-13,30983.08780871399,10.705433046683034
2022-05-16,31038.043956961785,10.94761670761669
2022-05-17,30812.251845591156,11.169069410319391
2022-05-18,30914.595427454024,10.878144963144948
2022-05-19,30724.29329389722,11.380912162162144
2022-05-20,30790.019056611807,10.97082309582308
2022-05-23,31080.022974313208,10.341600122850108
2022-05-24,30081.26933636101,10.083980343980327
2022-05-25,30363.943182138515,10.195589680589665
2022-05-26,30590.925903972486,10.386735257985242
2022-05-27,30414.09467441873,10.106253071253056
2022-05-30,30566.716234450334,9.752837837837824
2022-05-31,30859.041070474206,9.741894963144947
2022-06-01,30983.08322748519,9.818624078624064
2022-06-02,30962.097966731963,9.63280405405404
2022-06-06,31122.57859949974,9.18132985257984
2022-06-07,30911.0362053562,9.33061732186731
2022-06-08,30583.032809964418,9.4487592137592
2022-06-09,30242.505563533963,9.763786855036845
2022-06-10,30389.584940301113,9.796670761670752
2022-06-13,30261.11794347874,9.373492014742006
2022-06-14,30267.478439814633,9.676366707616696
2022-06-15,30451.035847327636,10.330331695331685
2022-06-16,30607.87624756951,10.150872235872225
2022-06-17,28915.82022032104,10.117398648648637
2022-06-20,28981.678090920705,10.602469287469274
2022-06-21,28956.957449672085,10.602469287469274
2022-06-22,28653.046720872877,10.2853194103194
2022-06-23,28795.073928463975,10.591059582309573
2022-06-24,28914.04663723207,10.330331695331685
2022-06-27,28964.11835766967,10.522730343980337
2022-06-28,29254.401375338082,10.454622235872224
2022-06-29,29111.393839652428,11.834671375921362
2022-06-30,29159.374251208716,12.906941031941017
2022-07-01,29079.987871609763,12.781326781326763
2022-07-04,28972.444129351345,12.544351965601953
2022-07-05,28783.297565891065,12.33420147420146
2022-07-06,28565.08334425992,11.64253378378377
2022-07-07,28555.007977437195,11.31007678132677
2022-07-08,28660.42006561543,11.416412776412766
2022-07-11,28442.34355756478,11.063894348894337
2022-07-12,28016.950195335197,11.122263513513502
2022-07-13,28077.698391009988,11.04058968058967
2022-07-14,28139.79439160456,10.386735257985247
2022-07-15,27905.015398604155,9.535147420147412
2022-07-18,28047.308942592652,9.840601965601955
2022-07-19,28206.34786299935,9.730958230958224
2022-07-20,28345.706918387234,9.68727272727272
2022-07-21,28242.02651390621,9.181329852579845
2022-07-22,28018.46236595023,9.277162162162153
2022-07-25,27951.516420466305,9.405712530712522
2022-07-26,27755.79953814714,10.00621928746928
2022-07-27,27884.79857886743,9.68727272727272
2022-07-28,27982.029544470977,9.56764434889434
2022-07-29,27770.029803499503,9.09656326781326
2022-08-01,27693.591693630824,8.740691031941028
2022-08-02,26850.833255198682,8.381769041769036
2022-08-03,26672.612465221075,7.92148648648648
2022-08-04,26575.835885267887,8.090076781326776
2022-08-05,26702.37613432891,8.320995085995081
2022-08-08,26718.224389397757,8.130003071253064
2022-08-09,26656.49146226787,8.090076781326776
2022-08-10,26556.879872672052,7.960995085995082
2022-08-11,26157.549439355505,8.139999999999995
2022-08-12,26374.651791722925,8.240307125307119
2022-08-15,26303.12630149015,8.150003071253066
2022-08-16,26257.29572723611,8.39191953316953
2022-08-17,26318.15133109738,8.751056511056506
2022-08-18,26122.29296879667,8.657988329238325
2022-08-19,25958.616073724173,8.886366707616705
2022-08-22,26089.85886473183,8.928209459459454
2022-08-23,25549.941133502132,8.73033169533169
2022-08-24,25287.22585869061,8.483550368550365
2022-08-25,25062.995553880904,7.696219287469283
2022-08-26,25022.454581156013,7.696219287469283
2022-08-29,24949.61631470666,7.445482186732183
2022-08-30,25004.255848713663,7.754671375921372
2022-08-31,24827.239564554548,8.49376228501228
2022-09-01,24678.198460245963,8.709631449631447
2022-09-02,24761.33759101099,8.668304668304668
2022-09-05,24769.340055325232,9.054327395577396
2022-09-06,24807.962952206184,9.78570331695332
2022-09-07,24714.869173814168,9.427223587223589
2022-09-08,24624.17125919463,9.491904176904177
2022-09-09,24633.24057390077,10.117398648648646
2022-09-13,24683.79493755632,10.150872235872235
2022-09-14,24617.39373130003,9.85160012285012
2022-09-15,24574.38666003841,10.511363636363637
2022-09-16,24340.510846051366,9.95085995085995
