date,stock,shares,price,value
2020-04-30,000966.SZ,287554,3.599556025369981,1035066.7333192395
2020-04-30,600728.SH,25724,8.867045454545455,228095.8772727273
2020-04-30,600333.SH,140454,2.5271904761904773,354954.0111428573
2020-04-30,300182.SZ,242006,4.804979508196721,1162833.8708606556
2020-04-30,000937.SZ,337666,2.468111413043476,833397.3083967383
2020-04-30,000816.SZ,958844,1.0451324503311257,1002118.9792052979
2020-04-30,601899.SH,319102,3.220605263157897,1027701.5806842113
2020-04-30,600929.SH,16981,5.038918305597576,85565.87174735244
2020-04-30,300720.SZ,73225,12.610134701731878,923377.1135343168
2020-04-30,002927.SZ,65043,12.31131411822179,800764.8041914998
2020-04-30,601015.SH,263,2.2029102167182657,579.3653869969039
2020-04-30,002170.SZ,71978,4.854613095238092,349425.34136904735
2020-04-30,002494.SZ,189075,3.412417491749175,645202.8372524753
2020-04-30,000680.SZ,102609,3.6203243243243226,371477.8585945944
2020-04-30,601198.SH,90997,8.699755351681954,791651.6377370028
2020-04-30,000031.SZ,213820,3.986664364640886,852428.5744475143
2020-04-30,300735.SZ,29270,25.821410160627543,755792.6754015682
2020-04-30,603369.SH,1108,32.70124223602482,36232.9763975155
2020-04-30,000545.SZ,352761,1.9771634615384603,697466.1598557688
2020-04-30,600261.SH,309200,2.6830526315789456,829599.87368421
2020-04-30,300756.SZ,33169,20.22679745042492,670902.6446331443
2020-04-30,601588.SH,405177,2.23195945945946,904338.6379054056
2020-04-30,300218.SZ,80062,6.024878428927684,482363.81677680823
2020-04-30,300221.SZ,195064,3.7266595197255534,726937.1125557454
2020-04-30,002489.SZ,9395,3.564344262295082,33487.014344262294
2020-04-30,002878.SZ,11693,28.912137492336026,338069.62369788514
2020-04-30,601226.SH,252528,3.361738875878219,848933.1948477749
2020-04-30,002233.SZ,19414,14.067601641907748,273108.41827599704
2020-04-30,300192.SZ,47939,22.255673882681563,1066914.7502618714
2020-04-30,002580.SZ,186392,5.026518518518514,936902.8397037028
2020-04-30,300707.SZ,105560,15.768685770750968,1664542.4699604723
2020-04-30,300564.SZ,30060,17.019490938166307,511605.8976012792
2020-04-30,002482.SZ,265755,2.5499724061810145,677667.9168046355
2020-04-30,603360.SH,35884,10.23559184255562,367293.97767826583
2020-04-30,600673.SH,80700,4.516582914572866,364488.2412060303
2020-04-30,600279.SH,280966,2.822100656455142,792914.3330415755
2020-04-30,600602.SH,19255,6.027681331747919,116063.00404280619
2020-04-30,002907.SZ,57911,18.87730125523013,1093203.392991632
2020-04-30,603616.SH,118539,5.631754491017965,667582.5456107785
2020-04-30,603908.SH,42068,19.502368112543948,820425.6217584988
2020-04-30,300717.SZ,64142,11.555576342788171,741197.7777791189
2020-04-30,600834.SH,164655,5.208212851405623,857558.2870481928
2020-04-30,000920.SZ,160035,4.573381696428569,731901.1397879461
2020-04-30,600313.SH,6868,4.868774193548388,33438.74116129033
2020-04-30,300468.SZ,3779,34.38274615384615,129932.39771538459
2020-04-30,300377.SZ,93202,8.627322175732216,804083.681422594
2020-04-30,603103.SH,88118,10.924301824632552,962627.6281829713
2020-04-30,002042.SZ,222813,3.408810810810809,759527.3631891888
2020-04-30,600015.SH,160538,5.595168831168831,898237.2138181818
2020-04-30,002222.SZ,99861,9.437454437400945,942433.6375732957
2020-04-30,600138.SH,116633,8.535351562499994,995503.6587890617
2020-04-30,000045.SZ,116682,5.85804133858267,683527.9794685032
2020-04-30,002021.SZ,499502,1.8445000000000005,921331.4390000002
2020-04-30,603038.SH,57486,11.150773889636604,641013.3878196498
2020-04-30,002483.SZ,140007,4.928571428571429,690034.5
2020-04-30,601339.SH,285815,2.7584079601990035,788394.3711442782
2020-04-30,000592.SZ,386627,1.8066435986159184,698497.1946020767
2020-04-30,603220.SH,41145,17.70929074889868,728648.7678634363
2020-04-30,603661.SH,16148,24.12131655157049,389511.0196747603
2020-04-30,002425.SZ,204623,4.081175213675211,835102.3157478627
2020-04-30,001872.SZ,18119,11.662806301050171,211318.38736872806
2020-04-30,000779.SZ,2893,11.471275362318844,33186.399623188416
2020-04-30,601996.SH,309407,2.307115384615386,713837.6498076926
2020-04-30,002675.SZ,191,15.699118289637951,2998.5315933208485
2020-04-30,603298.SH,90138,13.062577101002312,1177434.5747301464
2020-04-30,000766.SZ,85,4.537534246575346,385.6904109589044
2020-04-30,000002.SZ,39098,22.130988943488937,865277.4057125305
2020-04-30,603126.SH,210709,3.4771717171717165,732671.3753535352
2020-04-30,300548.SZ,7791,122.50118634737134,954406.7428323701
2020-04-30,300725.SZ,11007,94.42671541386365,1039354.8565603972
2020-04-30,000809.SZ,451715,1.7733577405857732,801052.2917887026
2020-04-30,000011.SZ,109750,8.54783123028392,938124.4775236603
2020-04-30,002688.SZ,47437,7.964452054794519,377809.7121232876
2020-04-30,603458.SH,93,21.5117961418144,2000.5970411887392
2020-04-30,603995.SH,94,16.82651654411765,1581.692555147059
2020-04-30,300721.SZ,41889,16.076018711018722,673408.3477858632
2020-04-30,002471.SZ,81555,2.350250000000001,191674.63875000007
2020-04-30,600678.SH,144985,4.927840512223513,714462.956664726
2020-04-30,300465.SZ,16984,16.199416342412476,275130.8871595335
2020-04-30,002661.SZ,91,27.83332754126844,2532.832806255428
2020-04-30,600035.SH,304346,3.108401162790696,946029.460290697
2020-04-30,603279.SH,41121,19.35743969048701,795997.2775125164
2020-04-30,300803.SZ,13854,70.8734133028688,981880.2678979443
2020-04-30,002554.SZ,334052,2.212993421052634,739254.8782894745
2020-04-30,600755.SH,162186,5.2947199730094505,858729.4535425107
2020-05-06,002716.SZ,1200,0.5608362369337978,673.0034843205574
2020-05-06,600115.SH,200,3.104095563139932,620.8191126279864
2020-05-06,000506.SZ,300,2.046501706484644,613.9505119453931
2020-05-06,600712.SH,200,2.4336697247706414,486.7339449541283
2020-05-06,600110.SH,100,4.450351239669423,445.03512396694236
2020-05-06,002246.SZ,46853,7.599986842105262,356082.1835131578
2020-05-06,300447.SZ,69154,10.85574899799599,750718.4662074147
2020-05-06,002524.SZ,121191,5.330737240075616,646037.376862004
2020-05-06,002774.SZ,468,5.379837662337658,2517.7640259740238
2020-05-06,601919.SH,266460,2.3561753731343265,627826.4899253726
2020-05-06,000826.SZ,121751,7.267540322580643,884830.301814516
2020-05-06,002033.SZ,84,5.296000000000001,444.8640000000001
2020-05-06,300562.SZ,48444,18.870363164721137,914155.8731517508
2020-05-06,000958.SZ,254208,3.2782978723404272,833369.5455319154
2020-05-06,300171.SZ,106001,11.421111878453036,1210649.2802279002
2020-05-06,300674.SZ,17207,56.25171505376347,967923.260930108
2020-05-06,688101.SH,48839,19.545093688362904,954562.8306459559
2020-05-06,600872.SH,15290,58.39917906618773,892923.4479220103
2020-05-06,600177.SH,156475,6.013997214484685,941040.2141364911
2020-05-06,002795.SZ,81648,15.359971969166068,1254110.9913384712
2020-05-06,600509.SH,346448,2.4673927613941022,854823.2873994639
2020-05-06,000411.SZ,78474,10.458461538461531,820717.3107692302
2020-05-06,603093.SH,45112,17.92538917716826,808650.1565604145
2020-05-06,002392.SZ,17435,3.7075375939849655,64640.91795112787
2020-05-06,600808.SH,461937,2.232038834951456,1031061.3233009708
2020-05-06,002566.SZ,119102,7.288173652694607,868036.0583832331
2020-05-06,002749.SZ,95754,11.8290149073328,1132675.493436745
2020-05-06,000605.SZ,84,4.886143884892091,410.4360863309356
2020-05-06,600569.SH,470237,1.6156640624999998,759745.0217578125
2020-05-06,600702.SH,3316,19.02414638157895,63084.069401315806
2020-05-06,600728.SH,25971,9.07917355371901,235795.2163636364
2020-05-06,600333.SH,141993,2.570700000000001,365021.40510000015
2020-05-06,300182.SZ,242578,4.877158469945354,1183091.3473224042
2020-05-06,000937.SZ,341020,2.5071331521739104,854982.547554347
2020-05-06,000816.SZ,1004503,1.1211258278145693,1126174.2574172183
2020-05-06,601899.SH,323182,3.2847157894736867,1061561.0182736851
2020-05-06,600929.SH,17333,5.190393343419059,89965.08782148255
2020-05-06,300720.SZ,74421,12.97905067350866,965913.930173188
2020-05-06,002927.SZ,66104,12.65857107962873,836782.1826477776
2020-05-06,601015.SH,265,2.2464473684210526,595.308552631579
2020-05-06,002170.SZ,72512,4.893690476190473,354851.28380952356
2020-05-06,002494.SZ,192384,3.5220297029702974,677582.1623762377
2020-05-06,000680.SZ,105118,3.7572635135135113,394956.02601351327
2020-05-06,601198.SH,91930,8.840774082568805,812732.3614105502
2020-05-06,000031.SZ,209059,3.830576657458565,800816.5254316302
2020-05-06,300735.SZ,30141,27.36337317893161,824759.4309861776
2020-05-06,002707.SZ,14929,3.886492890995264,58021.452369668295
2020-05-06,603369.SH,1112,32.99936180124221,36695.29032298134
2020-05-06,000545.SZ,358405,2.0454326923076915,733093.3040865381
2020-05-06,600261.SH,312645,2.7473368421052617,858941.1269999995
2020-05-06,300756.SZ,33415,20.5422195467422,686418.2661543906
2020-05-06,601588.SH,405177,2.23195945945946,904338.6379054056
2020-05-06,300218.SZ,80406,6.046446384039904,486170.56795511255
2020-05-06,300221.SZ,198391,3.857727272727268,765338.3713636354
2020-05-06,002489.SZ,9419,3.5460128805620608,33399.895322014054
2020-05-06,002878.SZ,11783,29.67198421213983,349624.9899716436
2020-05-06,601226.SH,254526,3.399531615925058,865269.1840749413
2020-05-06,002233.SZ,19748,14.251567630961697,281439.95757623157
2020-05-06,300192.SZ,47155,21.07209846368715,993654.8030551677
2020-05-06,002580.SZ,191727,5.290185185185179,1014271.3349999989
2020-05-06,300707.SZ,104200,15.167113389328044,1580413.2151679823
2020-05-06,300564.SZ,30546,17.464853411513854,533481.4123081021
2020-05-06,002482.SZ,266534,2.5706622516556283,685168.8925827813
2020-05-06,603360.SH,36940,10.744985738733602,396919.77318881924
2020-05-06,600673.SH,81300,4.562095477386936,370898.3623115579
2020-05-06,600279.SH,281746,2.8358643326039386,798993.4322538293
2020-05-06,600602.SH,19631,6.243192627824019,122560.11447681332
2020-05-06,002907.SZ,58692,19.26136580992229,1130488.082115959
2020-05-06,603309.SH,3464,18.69921555252389,64774.08267394275
2020-05-06,603616.SH,119229,5.681095808383233,677351.3721377245
2020-05-06,603908.SH,42930,20.19522274325907,866980.9123681119
2020-05-06,300717.SZ,65298,11.849164152082077,773726.7208026554
2020-05-06,600834.SH,165968,5.306854082998661,880767.9584471218
2020-05-06,000920.SZ,161188,4.610502232142854,743157.6337946423
2020-05-06,600313.SH,7080,5.090322580645163,36039.48387096775
2020-05-06,300468.SZ,3858,35.773753146853146,138015.13964055944
2020-05-06,300377.SZ,94846,8.812142259414227,835796.4447364018
2020-05-06,603103.SH,91189,11.397204764318309,1039299.7052534223
2020-05-06,002042.SZ,221044,3.37331081081081,745650.1148648647
2020-05-06,002222.SZ,102400,9.925717115689372,1016393.4326465917
2020-05-06,600015.SH,159314,5.497568181818181,875839.5773181817
2020-05-06,600138.SH,112523,8.060472656249996,906988.5646992183
2020-05-06,000045.SZ,118942,6.054566929133851,720142.2996850385
2020-05-06,002021.SZ,501803,1.8857000000000008,946249.9171000004
2020-05-06,603038.SH,58065,11.46262954239569,665577.5843792058
2020-05-06,002483.SZ,142441,5.071826697892274,722436.0666744735
2020-05-06,601339.SH,287526,2.7853731343283563,800867.195820895
2020-05-06,000592.SZ,390003,1.8344117647058835,715426.0914705887
2020-05-06,603220.SH,41657,17.936385462555073,747176.0092136567
2020-05-06,603661.SH,16852,26.135727333481835,440439.27702383586
2020-05-06,002425.SZ,207956,4.1988504273504255,873176.139470085
2020-05-06,001872.SZ,18029,11.5331796966161,207931.69675029168
2020-05-06,000779.SZ,2967,11.954782608695655,35469.84000000001
2020-05-06,601996.SH,311805,2.345454545454547,731324.454545455
2020-05-06,002675.SZ,199,16.641167290886393,3311.592290886392
2020-05-06,603298.SH,91450,13.375258288357744,1223167.3704703157
2020-05-06,000766.SZ,86,4.6125418569254215,396.67859969558623
2020-05-06,603860.SH,2813,21.798811594202892,61320.05701449273
2020-05-06,000002.SZ,38310,21.122524570024563,809203.916277641
2020-05-06,603126.SH,213241,3.5444797979797977,755828.41660101
2020-05-06,300548.SZ,8118,133.49284200385358,1083694.8913872833
2020-05-06,300725.SZ,11190,96.10596153846149,1075425.709615384
2020-05-06,000809.SZ,456079,1.8123535564853548,826576.3976882842
2020-05-06,000011.SZ,110597,8.717118822292333,964087.1903890652
2020-05-06,002688.SZ,48743,8.300243531202435,404578.7704414003
2020-05-06,603458.SH,93,21.692189781021906,2017.3736496350373
2020-05-06,603995.SH,95,17.245643382352945,1638.3361213235298
2020-05-06,300721.SZ,43425,17.10730119542621,742884.5544113831
2020-05-06,002471.SZ,82583,2.389916666666668,197366.48808333345
2020-05-06,600678.SH,150305,5.234965075669381,786841.4256984863
2020-05-06,600053.SH,2493,24.1722738648552,60261.478745084016
2020-05-06,300465.SZ,17454,17.021653696498085,297095.94361867756
2020-05-06,002661.SZ,92,27.367347958297117,2517.7960121633346
2020-05-06,600035.SH,301553,3.0704651162790686,925907.967209302
2020-05-06,603279.SH,41637,19.82716772872096,825543.7827207545
2020-05-06,300803.SZ,13919,71.22711348057888,991410.1925361775
2020-05-06,002554.SZ,334052,2.212993421052634,739254.8782894745
2020-05-06,600755.SH,162701,5.341359649122811,869044.5562719305
2020-05-07,002246.SZ,47591,7.874937499999998,374776.1505624999
2020-05-07,300447.SZ,68426,10.850265531062124,742440.2692284569
2020-05-07,002524.SZ,119422,5.263501890359169,628577.9227504727
2020-05-07,002774.SZ,465,5.371538961038958,2497.7656168831154
2020-05-07,601919.SH,264214,2.329734141791042,615548.3765391784
2020-05-07,000826.SZ,120422,7.192645161290323,866152.7156129032
2020-05-07,002033.SZ,83,5.268500000000002,437.2855000000002
2020-05-07,300562.SZ,48106,19.037775616083007,915831.2337872891
2020-05-07,000958.SZ,253031,3.280274822695037,830011.2186613479
2020-05-07,300171.SZ,103460,11.230939226519336,1161952.9723756905
2020-05-07,300674.SZ,16879,54.13850179211473,913803.7717491045
2020-05-07,688101.SH,48186,19.64746178500985,946732.5935724846
2020-05-07,600872.SH,15777,61.750491918932745,974237.511005002
2020-05-07,600177.SH,155763,6.023262534818947,938201.4422110036
2020-05-07,002795.SZ,81095,15.083782410651702,1223219.3345917999
2020-05-07,600509.SH,344176,2.47152144772118,850638.365790885
2020-05-07,000411.SZ,77850,10.368486088379695,807186.6419803593
2020-05-07,603093.SH,45335,18.44833580429947,836355.3036879166
2020-05-07,600110.SH,98,4.457809917355373,436.8653719008266
2020-05-07,002392.SZ,17164,3.681090225563913,63182.232631579005
2020-05-07,600808.SH,458437,2.229967637540452,1022299.673851132
2020-05-07,002566.SZ,117740,7.220419161676643,850132.152095808
2020-05-07,002749.SZ,98660,12.49927477840452,1233178.44963739
2020-05-07,000605.SZ,83,4.867410071942451,403.9950359712234
2020-05-07,600569.SH,474847,1.64759765625,782356.8042773438
2020-05-07,600702.SH,3365,19.561718750000008,65825.18359375003
2020-05-07,000506.SZ,298,2.056996587030719,612.9849829351542
2020-05-07,600728.SH,25585,9.018982438016527,230750.66567665286
2020-05-07,600712.SH,195,2.387838939857287,465.628593272171
2020-05-07,600333.SH,141608,2.5777523809523823,365030.35916190495
2020-05-07,300182.SZ,237428,4.719774590163933,1120606.6413934422
2020-05-07,000937.SZ,338783,2.4989266304347795,846593.8606385859
2020-05-07,000816.SZ,981673,1.106324503311258,1086048.8941390726
2020-05-07,601899.SH,322365,3.288894736842108,1060224.5518421063
2020-05-07,600929.SH,17156,5.195037821482599,89126.06886535548
2020-05-07,300720.SZ,73796,12.9566805644644,956151.1989352148
2020-05-07,002927.SZ,65777,12.725876893014169,837070.0043917929
2020-05-07,601015.SH,261,2.225688854489164,580.9047910216718
2020-05-07,002170.SZ,74649,5.147090773809522,384225.179174107
2020-05-07,002494.SZ,191970,3.566138613861386,684591.6297029703
2020-05-07,000680.SZ,104839,3.8209729729729696,400586.98551351315
2020-05-07,601198.SH,91250,8.876146788990821,809948.3944954125
2020-05-07,000031.SZ,205488,3.738328729281769,768181.6939226522
2020-05-07,300735.SZ,30670,28.98905491221514,889094.3141576383
2020-05-07,002707.SZ,14748,3.808546603475517,56168.44530805692
2020-05-07,603369.SH,1111,33.24331677018631,36933.324931676994
2020-05-07,000545.SZ,352760,2.0192307692307683,712303.8461538458
2020-05-07,600261.SH,313506,2.787473684210525,873889.7248421048
2020-05-07,300756.SZ,33291,20.68206232294616,688526.5367932005
2020-05-07,601588.SH,409629,2.275135135135136,931961.3302702707
2020-05-07,300218.SZ,79716,6.050866583541152,482350.8805735665
2020-05-07,300221.SZ,195479,3.8232847341337863,747371.8765437384
2020-05-07,002489.SZ,9274,3.5051229508196715,32506.510245901634
2020-05-07,002878.SZ,11594,29.27429337829556,339406.15742795874
2020-05-07,601226.SH,253859,3.412939110070257,866405.3095433253
2020-05-07,002233.SZ,20213,14.981352619233784,302818.08049257245
2020-05-07,300192.SZ,47209,21.413610335195536,1010915.130314246
2020-05-07,002580.SZ,190304,5.33018518518518,1014355.5614814805
2020-05-07,300707.SZ,100180,14.368558547430814,1439442.195281619
2020-05-07,002716.SZ,1256,0.5999651567944249,753.5562369337977
2020-05-07,300564.SZ,30973,18.029051172707884,558413.8019722813
2020-05-07,002482.SZ,264975,2.5575055187637963,677675.024834437
2020-05-07,603360.SH,36487,10.741533086138054,391926.31771391915
2020-05-07,600673.SH,81300,4.606321608040203,374493.94673366856
2020-05-07,600279.SH,280965,2.8398249452954047,797891.4157549234
2020-05-07,600602.SH,19362,6.19833531510107,120012.16837098691
2020-05-07,002907.SZ,58822,19.514623430962335,1147889.1794560663
2020-05-07,600115.SH,196,3.044347269624573,596.6920648464163
2020-05-07,603309.SH,3420,18.61030354706686,63647.23813096866
2020-05-07,603616.SH,119746,5.7930299401197605,693692.1632095808
2020-05-07,603908.SH,42480,20.22708284486125,859246.4792497059
2020-05-07,300717.SZ,64927,11.917456246228124,773764.6816988534
2020-05-07,600834.SH,165180,5.29218875502008,874163.7385542168
2020-05-07,000920.SZ,160899,4.625089285714283,744172.2409821425
2020-05-07,300468.SZ,3798,35.85605244755244,136181.28719580418
2020-05-07,300377.SZ,93109,8.763826359832633,815991.1085376566
2020-05-07,603103.SH,93899,12.233764571718206,1148738.2595197677
2020-05-07,002042.SZ,222370,3.412243243243242,758780.5299999998
