date,portfolio_return,benchmark_return,excess_return
2020-04-07,-0.0013866690551602723,0.022538736359996703,-0.023925405415156975
2020-04-08,-0.021920115508451077,-0.008110565597080344,-0.013809549911370733
2020-04-09,0.025292996052995065,-0.01992937663446892,0.045222372687463985
2020-04-10,-0.06341529489958275,0.014288219052241091,-0.07770351395182384
2020-04-13,-0.046967830562371415,0.0119401927437639,-0.058908023306135315
2020-04-14,0.009173656031509658,0.02306042877525294,-0.01388677274374328
2020-04-15,-0.040493200042831634,-0.04696717010517726,0.006473970062345624
2020-04-16,-0.005256359468800209,-0.00896856457518036,0.003712205106380151
2020-04-17,0.004194312676718548,0.01056197880130716,-0.006367666124588611
2020-04-20,-0.04014208837167654,-0.010451589336297418,-0.029690499035379125
2020-04-21,-0.023726547870651316,-0.0416930645364928,0.01796651666584148
2020-04-22,0.0024737759936339643,0.008472906491251875,-0.0059991304976179105
2020-04-23,0.005044722214744279,-0.009925496893640973,0.014970219108385252
2020-04-24,-0.046417820238418006,-0.02446390532544407,-0.021953914912973937
2020-04-27,-0.044772860049502206,0.01563697945477993,-0.06040983950428214
2020-04-28,-0.04985755781351142,0.039801013595025525,-0.08965857140853695
2020-04-29,-0.007415308317800018,0.03593674099743582,-0.04335204931523584
2020-04-30,0.026357659723014848,-0.004462619944346602,0.03082027966736145
2020-05-06,0.012632642931515115,-0.03989251503675628,0.052525157968271396
2020-05-07,0.0014125209456010701,-0.02196486711768031,0.02337738806328138
2020-05-08,0.0025133114051156813,0.022458157564287706,-0.019944846159172025
2020-05-11,-0.013210112761232518,0.011456847541921888,-0.024666960303154406
2020-05-12,-0.022949465491563736,-0.036019539258089206,0.01307007376652547
2020-05-13,-0.008031659294496007,0.0,-0.008031659294496007
2020-05-14,-0.015054780663101952,-0.03364958521778871,0.01859480455468676
2020-05-15,-0.035131497062549366,0.0,-0.035131497062549366
2020-05-18,-0.04926062266166309,0.057290599733647474,-0.10655122239531056
2020-05-19,0.020880021967238704,-0.006095223898890834,0.026975245866129538
2020-05-20,-0.029520126157718374,-0.039404965223633015,0.009884839065914641
